SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
LICNETFGSC,EQ,23.5,24.66,22.7,23.24,23.26,23.1,4718,109837.51,04-NOV-2021,174,INF767K01MV5,,3505,74.29
LICNETFN50,EQ,193.5,193.8,186.95,191.34,192.99,189.88,773,147725.47,04-NOV-2021,73,INF767K01OS7,,503,65.07
LICNETFSEN,EQ,640,652.2,640,650.56,649.5,646.52,92,59823.66,04-NOV-2021,28,INF767K01OT5,,69,75.00
LICNFNHGP,EQ,188,188,181.05,183.28,184,181.69,287,52729.58,04-NOV-2021,33,INF767K01PC8,,244,85.02
LIKHITHA,EQ,388.95,395.95,380,385.55,385.5,373.4,77152,29803940.85,04-NOV-2021,3686,INE060901019,,44480,57.65
LINCOLN,EQ,346.2,349.35,343.3,348.65,349,343.25,24657,8565565.65,04-NOV-2021,1342,INE405C01035,,18790,76.21
LINCPEN,EQ,246.75,248,241.3,246.4,246,246.35,2732,673547.8,04-NOV-2021,266,INE802B01019,,2425,88.76
LINDEINDIA,EQ,2504.7,2548,2488.85,2531.85,2538,2488.8,26678,67385765.9,04-NOV-2021,2145,INE473A01011,,11726,43.95
LIQUIDBEES,EQ,1006.7,1006.7,997.35,999.99,1000.01,1000.01,281370,281368823.86,04-NOV-2021,4655,INF732E01037,,224098,79.65
LIQUIDETF,EQ,999.99,1000.01,999.99,999.99,1000,999.99,12760,12760021.02,04-NOV-2021,70,INF740KA1EU7,,10386,81.39
LODHA,EQ,1193.8,1193.8,1154.2,1169.95,1168.5,1181.9,69337,81206773.75,04-NOV-2021,4552,INE670K01029,,30423,43.88
LOKESHMACH,EQ,52.2,54.55,52.2,53.9,54.2,52.15,8129,438029.4,04-NOV-2021,96,INE397H01017,,7749,95.33
LOTUSEYE,EQ,45.9,45.9,42.2,42.5,42.2,44.3,4100,174465.6,04-NOV-2021,51,INE947I01017,,2424,59.12
LOVABLE,EQ,135.7,135.7,131.95,133.8,134,134.8,21728,2898866.75,04-NOV-2021,731,INE597L01014,,14443,66.47
LPDC,EQ,4.5,4.6,4.25,4.4,4.4,4.4,49071,216173.95,04-NOV-2021,240,INE197J01017,,43163,87.96
LSIL,EQ,6.35,6.35,6.35,6.35,6.35,6.05,236149,1499546.15,04-NOV-2021,374,INE093R01011,,236149,100.00
LT,EQ,1900,1920.85,1900,1908.95,1909,1889.5,764191,1459204949.4,04-NOV-2021,43858,INE018A01030,,291071,38.09
LTI,EQ,6797,6805.9,6750.05,6765,6780,6736.05,24255,164250668.7,04-NOV-2021,3762,INE214T01019,,9101,37.52
LTTS,EQ,4992,5035.45,4992,5012.2,5010,4976.15,50152,251368453.35,04-NOV-2021,5592,INE010V01017,,21852,43.57
LUMAXIND,EQ,1348,1367,1305.25,1335.3,1337,1321.15,3239,4339229.75,04-NOV-2021,411,INE162B01018,,1308,40.38
LUMAXTECH,EQ,132.3,132.3,129.25,130.05,131.85,129.85,22288,2898542.9,04-NOV-2021,592,INE872H01027,,17523,78.62
LUPIN,EQ,940,941,932,934.25,934,935.9,63428,59343094.9,04-NOV-2021,3408,INE326A01037,,27535,43.41
LUXIND,EQ,3923,3925,3865,3891.1,3889,3838.9,25736,100104245,04-NOV-2021,2230,INE150G01020,,7746,30.10
LXCHEM,EQ,421.15,438,415.55,431.15,429.5,434.9,1222264,520168545.15,04-NOV-2021,50171,INE576O01020,,516679,42.27
LYKALABS,EQ,112.5,112.5,103.75,105.75,104.85,108.6,465462,50686230.8,04-NOV-2021,3197,INE933A01014,,336708,72.34
LYPSAGEMS,EQ,5.15,5.2,4.85,5,5,5,21235,106901.1,04-NOV-2021,74,INE142K01011,,15831,74.55
M&M,EQ,855.75,875,853,872.85,874,849,973315,847033085.35,04-NOV-2021,29123,INE101A01026,,228452,23.47
M&MFIN,EQ,198.2,198.2,194.2,195.45,195.35,195.6,697439,136666131.2,04-NOV-2021,8327,INE774D01024,,355310,50.94
M&MFIN,N3,1822.8,1822.8,1650,1748.7,1700,1700,4,6994.8,04-NOV-2021,4,INE774D08MG3,,1,25.00
M15RD,MF,15.2,15.2,15.2,15.2,15.2,14.75,6000,91200,04-NOV-2021,3,INF903JA1AM8,,6000,100.00
M17RD,MF,13.8,13.8,13.8,13.8,13.8,13.27,8000,110400,04-NOV-2021,4,INF903JA1BG8,,8000,100.00
M17RG,MF,13.8,13.8,13.8,13.8,13.8,13.25,12500,172500,04-NOV-2021,4,INF903JA1BF0,,12500,100.00
MAANALU,EQ,135.05,138,131.15,133.3,133.35,132.4,5418,725822.4,04-NOV-2021,205,INE215I01019,,3296,60.83
MACPOWER,EQ,200,204.7,192.6,195,195,194.05,5910,1159671.8,04-NOV-2021,114,INE155Z01011,,4522,76.51
MADHAV,EQ,56.75,57,55.25,56.9,57,56.1,4439,252242.7,04-NOV-2021,116,INE925C01016,,4068,91.64
MADHUCON,EQ,5.15,5.5,5.1,5.3,5.2,5.25,11289,59928.4,04-NOV-2021,65,INE378D01032,,7925,70.20
MADRASFERT,EQ,28.95,29.1,28.6,28.95,29.1,28.4,45875,1327537.4,04-NOV-2021,265,INE414A01015,,40614,88.53
MAESGETF,EQ,30.5,30.53,30.14,30.43,30.5,30.1,4381,133528.26,04-NOV-2021,111,INF769K01GS9,,4095,93.47
MAFANG,EQ,58.41,64.3,58.41,59.91,59.99,58.41,185636,11138523.79,04-NOV-2021,3393,INF769K01HF4,,163536,88.09
MAFSETF,EQ,19.5,19.5,18.91,19.07,19.07,18.94,44766,853744.95,04-NOV-2021,209,INF769K01HI8,,39925,89.19
MAGADSUGAR,EQ,284.45,290,273.15,283.1,280,280.95,4861,1372265,04-NOV-2021,209,INE347W01011,,3452,71.01
MAGNUM,EQ,8,8,7.45,7.55,7.45,7.75,7962,60713.55,04-NOV-2021,58,INE387I01016,,3699,46.46
MAHABANK,EQ,21.1,21.45,21.05,21.4,21.45,20.85,1925924,41079674.25,04-NOV-2021,5389,INE457A01014,,1232793,64.01
MAHAPEXLTD,BE,93.9,94.45,90,90.35,92,90,659,61121.55,04-NOV-2021,13,INE843B01013,,-,-
MAHASTEEL,EQ,88,89,87.8,88.35,88.7,87.85,2827,249527.2,04-NOV-2021,88,INE451L01014,,2183,77.22
MAHEPC,EQ,126.9,129.8,125.05,128.8,128.55,125.8,20874,2675883.2,04-NOV-2021,490,INE215D01010,,13054,62.54
MAHESHWARI,EQ,97.15,100,92.8,94.75,93,95.15,93773,8963940.45,04-NOV-2021,964,INE263W01010,,67598,72.09
MAHINDCIE,EQ,276.75,279.75,273.9,276.6,278,273.7,53070,14729324.85,04-NOV-2021,1779,INE536H01010,,27985,52.73
MAHLIFE,EQ,289,289,284.1,284.8,285.4,283.05,59103,16933252.45,04-NOV-2021,2401,INE813A01018,,37894,64.12
MAHLOG,EQ,670.1,674.25,666.85,670.7,670.65,655.15,21978,14746099.6,04-NOV-2021,1113,INE766P01016,,11396,51.85
MAHSCOOTER,EQ,4395,4416.95,4305.1,4372.2,4392,4354.7,1331,5835970.5,04-NOV-2021,463,INE288A01013,,712,53.49
MAHSEAMLES,EQ,501,509,495,505.15,508.9,500.15,25961,13052222.65,04-NOV-2021,877,INE271B01025,,17088,65.82
MAITHANALL,EQ,1040,1059.55,1031,1046.75,1058,1032.65,21851,22765071.45,04-NOV-2021,1115,INE683C01011,,15696,71.83
MALUPAPER,EQ,33.6,34.45,31.15,34.2,34.45,33.6,20574,697496.3,04-NOV-2021,191,INE383H01017,,13663,66.41
MAN50ETF,EQ,195,210,184,185.01,185.01,183.45,1600,297236.07,04-NOV-2021,92,INF769K01EG9,,1400,87.50
MANAKALUCO,EQ,19.65,20.5,19.6,20.1,20,19.65,25801,518762.55,04-NOV-2021,240,INE859Q01017,,20612,79.89
MANAKCOAT,EQ,22.3,22.9,21.5,21.75,21.75,21.7,115342,2558998.1,04-NOV-2021,704,INE830Q01018,,77053,66.80
MANAKSIA,EQ,67,67.9,66.05,67.1,67,65.7,31713,2134629.35,04-NOV-2021,727,INE015D01022,,23577,74.34
MANAKSTEEL,EQ,32.45,34,32.05,33,32.8,32.4,27074,883820.6,04-NOV-2021,287,INE824Q01011,,20509,75.75
MANALIPETC,EQ,113.95,114.95,112.3,114.85,114.95,112.15,117993,13486149.6,04-NOV-2021,2316,INE201A01024,,97186,82.37
MANAPPURAM,EQ,205,209.7,204,208.25,206.8,202.8,2673620,554135704.65,04-NOV-2021,21363,INE522D01027,,543056,20.31
MANGALAM,EQ,136.8,136.8,132.25,134.5,135.3,134.65,12780,1722736.15,04-NOV-2021,410,INE584F01014,,9128,71.42
MANGCHEFER,EQ,71,71.75,70.4,71.05,71,70.55,33160,2351389.85,04-NOV-2021,510,INE558B01017,,23148,69.81
MANGLMCEM,EQ,444.2,449.8,444,448.3,448.6,440.1,12868,5757768.6,04-NOV-2021,897,INE347A01017,,8170,63.49
MANGTIMBER,EQ,17.7,18.1,16.75,17.9,17.9,17.35,3189,56276.15,04-NOV-2021,21,INE805B01012,,1979,62.06
MANINDS,EQ,107.7,107.7,104.55,104.95,104.85,104.6,38359,4033600.5,04-NOV-2021,527,INE993A01026,,24915,64.95
MANINFRA,EQ,131.2,132.5,130,130.7,131.75,128.45,1550509,203275604.55,04-NOV-2021,7989,INE949H01023,,831430,53.62
MANORG,EQ,950,989,945,976.65,978,929.75,32766,31716799.1,04-NOV-2021,3561,INE370D01013,,16634,50.77
MANUGRAPH,EQ,11.75,11.9,11.45,11.65,11.9,11.25,4852,56475.75,04-NOV-2021,33,INE867A01022,,4644,95.71
MANXT50,EQ,431.34,433.85,428.13,432.66,432.75,427.5,621,268548.97,04-NOV-2021,45,INF769K01FN2,,585,94.20
MARALOVER,EQ,83.05,85.4,82.95,83.55,83,83.15,18755,1566260.65,04-NOV-2021,180,INE882A01013,,13380,71.34
MARATHON,EQ,91.85,93,90.5,92,91.5,89.15,16624,1523675.7,04-NOV-2021,284,INE182D01020,,12244,73.65
MARICO,EQ,560.95,560.95,556.25,557.85,557.8,555,119471,66694442.75,04-NOV-2021,5366,INE196A01026,,54604,45.70
MARINE,EQ,34.85,34.85,33.65,34.4,34.4,33.95,270489,9254842.9,04-NOV-2021,1415,INE01JE01028,,124793,46.14
MARKSANS,EQ,67,67.45,66.9,67.25,67.3,66.45,232938,15667137.1,04-NOV-2021,2703,INE750C01026,,173988,74.69
MARSHALL,SM,39,39,39,39,39,37,3000,117000,04-NOV-2021,1,INE00SZ01018,,3000,100.00
MARUTI,EQ,7774.7,7819.95,7735.5,7747.4,7760.05,7734.25,53365,414248232.65,04-NOV-2021,7684,INE585B01010,,17523,32.84
MASFIN,EQ,749,773.75,740.3,763.1,769.35,732.05,9834,7454308.85,04-NOV-2021,994,INE348L01012,,4880,49.62
MASKINVEST,BE,36.2,36.2,36.2,36.2,36.2,34.5,1,36.2,04-NOV-2021,1,INE885F01015,,-,-
MASPTOP50,EQ,30.49,30.49,30,30.18,30.19,29.81,44113,1332071.18,04-NOV-2021,421,INF769K01HP3,,40364,91.50
MASTEK,EQ,2850,2850,2821,2833.85,2837,2821.8,14769,41873303.45,04-NOV-2021,2089,INE759A01021,,9315,63.07
MATRIMONY,EQ,1009.9,1015,981.55,998.15,990.35,990.4,4123,4129305.2,04-NOV-2021,593,INE866R01028,,2138,51.86
MAWANASUG,EQ,84.1,86.85,81.2,83.05,83,84.1,34771,2900234,04-NOV-2021,339,INE636A01039,,24910,71.64
MAXHEALTH,EQ,344.95,347,343.4,345.75,346,342.55,81543,28202914.2,04-NOV-2021,3615,INE027H01010,,55813,68.45
MAXIND,EQ,76.5,76.5,74.6,75.5,75.5,74.35,34623,2621074.4,04-NOV-2021,404,INE0CG601016,,26149,75.52
MAXVIL,EQ,133.65,138.2,128.35,133.45,133,132.75,103038,13889991.95,04-NOV-2021,1119,INE154U01015,,68027,66.02
MAYURUNIQ,EQ,435.05,442.65,427,431.8,435,435.9,13144,5683538.05,04-NOV-2021,927,INE040D01038,,8642,65.75
MAZDA,EQ,627.75,630,610.25,614.95,611,618.6,1463,902419.3,04-NOV-2021,129,INE885E01034,,805,55.02
MAZDOCK,EQ,299.7,302,296.7,299.75,300.4,295.7,810868,242905518.15,04-NOV-2021,15534,INE249Z01012,,307479,37.92
MBAPL,EQ,167,179,166.6,176.1,175.85,170,8910,1565639.15,04-NOV-2021,163,INE900L01010,,6268,70.35
MBECL,BE,6.95,7.15,6.6,7,7,6.9,100691,701929.3,04-NOV-2021,92,INE748A01016,,-,-
MBLINFRA,EQ,25,27,25,26.05,25.75,24,1279860,33400884.65,04-NOV-2021,6803,INE912H01013,,751651,58.73
MCDHOLDING,BE,107.8,107.8,107.8,107.8,107.8,102.7,14558,1569352.4,04-NOV-2021,95,INE836H01014,,-,-
MCDOWELL-N,EQ,975,980,970,976.2,975,962.1,481222,469909198.1,04-NOV-2021,20142,INE854D01024,,216081,44.90
MCL,EQ,34.5,35.5,34,34.55,34.6,34.15,14952,520478.65,04-NOV-2021,147,INE813V01022,,10383,69.44
MCLEODRUSS,EQ,26.95,27.4,26.6,27,27.1,26.45,75470,2039836.65,04-NOV-2021,473,INE942G01012,,50117,66.41
MCX,EQ,1765,1788.8,1763.05,1776.15,1776.95,1760.5,95205,169383989.25,04-NOV-2021,6998,INE745G01035,,35890,37.70
MEDICAMEQ,EQ,685,714.85,630.15,698.7,682.35,602.55,114111,79001133.1,04-NOV-2021,5890,INE646B01010,,38446,33.69
MEGASOFT,EQ,19.5,20.05,18.65,18.95,19.35,19.1,169558,3281922.3,04-NOV-2021,512,INE933B01012,,131363,77.47
MELSTAR,BZ,5,5,4.8,4.95,4.85,4.8,7703,38039.25,04-NOV-2021,22,INE817A01019,,-,-
MENONBE,EQ,81.95,86.4,81.8,84.75,85.3,80.6,296860,24881251,04-NOV-2021,4426,INE071D01033,,221197,74.51
MEP,BE,23.9,24.35,23.6,24,24,23.6,203625,4891744.9,04-NOV-2021,275,INE776I01010,,-,-
MERCATOR,EQ,1.15,1.25,1.15,1.2,1.2,1.2,1439996,1726504.95,04-NOV-2021,436,INE934B01028,,640690,44.49
METALFORGE,BZ,5,5.1,4.9,5.05,5.1,4.9,17772,88252.65,04-NOV-2021,35,INE425A01011,,-,-
METROPOLIS,EQ,3060.05,3085,3021.35,3046.5,3050,3058.95,16365,50032775.25,04-NOV-2021,2440,INE112L01020,,6127,37.44
MFL,EQ,839.9,839.9,779.9,786.1,792,820.9,101778,80248446.55,04-NOV-2021,3855,INE071N01016,,59710,58.67
MFSL,EQ,988,988,972.65,979.75,982,980.05,16379,16071148.55,04-NOV-2021,630,INE180A01020,,7889,48.17
MGEL,BE,98,101.55,98,101,101.55,96.75,25415,2572850.1,04-NOV-2021,188,INE0APB01016,,-,-
MGL,EQ,1007,1020,1007,1013.3,1019,1006.9,45346,45885901.3,04-NOV-2021,2732,INE002S01010,,22850,50.39
MHRIL,EQ,238,239,235.2,237.8,237.2,230.8,98377,23368702.2,04-NOV-2021,1940,INE998I01010,,62456,63.49
MIDHANI,EQ,199.65,201.9,198,199.25,198.5,198.05,184364,36880618.45,04-NOV-2021,3561,INE099Z01011,,117416,63.69
MINDACORP,EQ,177.8,178.25,174.5,175.35,175.3,174.1,257301,45242802.7,04-NOV-2021,4648,INE842C01021,,169673,65.94
MINDAIND,EQ,799,802.25,793.2,798.35,799.05,789.8,30433,24319236.35,04-NOV-2021,2911,INE405E01023,,15404,50.62
MINDSPACE,RR,324.5,326.9,321.2,324.4,325.5,320.99,15299,4962768.65,04-NOV-2021,488,INE0CCU25019,,11151,72.89
MINDTECK,EQ,107,113,106.1,108.85,109,104.1,77870,8525990.7,04-NOV-2021,1203,INE110B01017,,41887,53.79
MINDTREE,EQ,4650,4692.55,4640,4665.8,4672,4628.3,85995,401454382.4,04-NOV-2021,9393,INE018I01017,,24950,29.01
MIRCELECTR,EQ,24,24.55,23.6,23.9,23.8,23.5,598054,14429762.25,04-NOV-2021,1668,INE831A01028,,457233,76.45
MIRZAINT,EQ,65.75,75,65,71.85,74.2,62.85,5354166,376677602.15,04-NOV-2021,38144,INE771A01026,,2684585,50.14
MITTAL,EQ,10.05,10.35,10.05,10.1,10.2,10.05,3099,31412.45,04-NOV-2021,53,INE997Y01019,,1965,63.41
MMFL,EQ,853,901,853,891.35,900,866.25,3847,3406929.25,04-NOV-2021,295,INE227C01017,,2595,67.46
MMP,EQ,150,161.7,150,158.25,160,150.95,42921,6758521,04-NOV-2021,601,INE511Y01018,,23458,54.65
MMTC,EQ,43.15,43.65,43.1,43.35,43.35,42.85,235550,10208900.35,04-NOV-2021,1558,INE123F01029,,144061,61.16
MODIRUBBER,BE,80.2,83,80.2,82.15,82.75,80.2,571,46784.9,04-NOV-2021,22,INE832A01018,,-,-
MODISNME,EQ,70,74.4,68.3,73.55,72.75,68.85,186850,13610615.75,04-NOV-2021,1209,INE737D01021,,70251,37.60
MOGSEC,EQ,53.85,53.85,49.02,49.07,49.07,49.04,1654,81254.95,04-NOV-2021,70,INF247L01AK4,,1612,97.46
MOHITIND,EQ,13,13.15,12.3,12.6,12.7,12.65,18000,228735.2,04-NOV-2021,191,INE954E01012,,14625,81.25
MOHOTAIND,EQ,9.65,9.65,9.2,9.55,9.6,9.35,7435,70124.05,04-NOV-2021,47,INE313D01013,,4176,56.17
MOIL,EQ,169.6,170,168.6,169.35,169.35,168.3,185599,31429728.85,04-NOV-2021,3395,INE490G01020,,127433,68.66
MOKSH,EQ,35,35.95,34.9,35.3,35.2,35.25,81815,2879499.75,04-NOV-2021,187,INE514Y01020,,51401,62.83
MOL,EQ,107.5,107.5,103.2,103.9,103.2,102.55,220307,22994249.35,04-NOV-2021,2570,INE0CT101020,,151990,68.99
MOLDTECH,EQ,77.4,77.9,75.1,77.55,77.9,74.2,19966,1547285.45,04-NOV-2021,309,INE835B01035,,17529,87.79
MOLDTKPAC,EQ,723.4,732,723.35,726.65,727,716.35,15983,11633900.1,04-NOV-2021,1370,INE893J01029,,10254,64.16
MOLDTKPAC,W1,541.1,589.85,541.1,570.35,541.15,538.1,22,12196.9,04-NOV-2021,3,INE893J13016,,18,81.82
MOM100,EQ,33.59,34.95,33,33.73,33.85,33.11,96153,3235650.76,04-NOV-2021,1443,INF247L01023,,76917,79.99
MOM50,EQ,185.25,185.25,176.5,178.08,178.3,176.35,2110,381711.59,04-NOV-2021,119,INF247L01536,,1314,62.27
MON100,EQ,124.6,124.6,118,120.09,120.14,117.57,527567,63130002.86,04-NOV-2021,10093,INF247L01AP3,,474709,89.98
MONTECARLO,EQ,419.95,425.7,417,420.25,420.9,417.95,45330,19101815.65,04-NOV-2021,2321,INE950M01013,,25790,56.89
MORARJEE,EQ,18.6,18.95,18.05,18.65,18.75,18.15,4374,81318.5,04-NOV-2021,51,INE161G01027,,3219,73.59
MOREPENLAB,EQ,50.95,51.35,50.55,51.15,51.25,50.55,254308,13008588.65,04-NOV-2021,2199,INE083A01026,,174764,68.72
MOTHERSUMI,EQ,231.7,233.1,229.35,230.15,230.35,229.7,556235,128482852.85,04-NOV-2021,12318,INE775A01035,,236677,42.55
MOTILALOFS,EQ,925,928,920,923.35,923.4,918.55,39117,36134984.95,04-NOV-2021,1762,INE338I01027,,27899,71.32
MOTOGENFIN,EQ,24.45,24.5,21.3,23.8,23.8,23.5,3412,80922.5,04-NOV-2021,99,INE861B01023,,2249,65.91
MPHASIS,EQ,3325,3341.85,3300,3316.6,3339,3299.35,31960,106047429.45,04-NOV-2021,2861,INE356A01018,,11539,36.10
MPSLTD,EQ,718.05,729.9,717,721,719,716.4,10078,7273703.9,04-NOV-2021,909,INE943D01017,,7586,75.27
MRF,EQ,78375,78633.95,78100.05,78412.5,78420,77968.9,1245,97586497.2,04-NOV-2021,959,INE883A01011,,490,39.36
MRO-TEK,EQ,55,55,50.3,53.7,53.55,52.8,1850,96847.7,04-NOV-2021,44,INE398B01018,,1428,77.19
MRPL,EQ,49.6,50,49.3,49.75,49.8,49.3,211752,10531203.7,04-NOV-2021,1924,INE103A01014,,148897,70.32
MSPL,EQ,9.3,9.35,9,9.25,9.3,8.95,39495,365583.8,04-NOV-2021,173,INE752G01015,,31292,79.23
MSTCLTD,EQ,389.9,396,388.5,394.1,395,387.3,207504,81576123.7,04-NOV-2021,4339,INE255X01014,,115864,55.84
MTARTECH,EQ,1768,1768,1745,1754.25,1754,1738.95,33547,58917453.5,04-NOV-2021,3504,INE864I01014,,18778,55.98
MTEDUCARE,EQ,8.1,8.4,8.1,8.25,8.2,8.15,35395,292631.45,04-NOV-2021,131,INE472M01018,,18583,52.50
MTNL,EQ,18.2,18.25,18.1,18.15,18.2,18.05,226519,4116630.3,04-NOV-2021,760,INE153A01019,,106198,46.88
MUKANDLTD,EQ,135,140.4,134,138.35,140.4,134.05,28910,3981562.65,04-NOV-2021,386,INE304A01026,,23750,82.15
MUKTAARTS,EQ,49.8,50.95,48.2,49.65,49.6,48.85,23896,1184859.2,04-NOV-2021,295,INE374B01019,,13297,55.65
MUNJALAU,EQ,57.1,57.5,57.1,57.4,57.45,56.85,15742,903121.65,04-NOV-2021,303,INE672B01032,,12419,78.89
MUNJALSHOW,EQ,129.95,132.25,129.95,131.15,131.35,129.75,5171,677652.25,04-NOV-2021,179,INE577A01027,,3965,76.68
MURUDCERA,EQ,25.25,25.75,25.25,25.5,25.45,25.45,26415,674140.1,04-NOV-2021,191,INE692B01014,,18973,71.83
MUTHOOTCAP,EQ,394,394,385,388.7,390,386.8,3957,1540679.05,04-NOV-2021,271,INE296G01013,,2429,61.38
MUTHOOTFIN,EQ,1569,1575,1519,1530.1,1527.2,1519.1,538803,825533457.55,04-NOV-2021,27769,INE414G01012,,94830,17.60
NACLIND,EQ,75.15,76.15,74.6,75.15,75,75.15,25067,1886409.75,04-NOV-2021,399,INE295D01020,,19221,76.68
NAGAFERT,EQ,9.3,9.5,9.1,9.35,9.4,9.35,121306,1133585.75,04-NOV-2021,532,INE454M01024,,92235,76.03
NAGREEKEXP,EQ,37.45,37.45,34.15,37.3,37.45,35.7,29079,1070278.55,04-NOV-2021,162,INE123B01028,,21224,72.99
NAHARCAP,EQ,355,361.8,342.1,350.3,353.5,351.2,18252,6436166.25,04-NOV-2021,368,INE049I01012,,16003,87.68
NAHARINDUS,EQ,136,140.5,135.15,138.8,138,135.05,76367,10549838.15,04-NOV-2021,570,INE289A01011,,67593,88.51
NAHARPOLY,EQ,252.7,252.7,248,249.85,249.55,250.45,9322,2330171.6,04-NOV-2021,205,INE308A01027,,8139,87.31
NAHARSPING,EQ,565,574.95,545.15,551.45,554.45,558.25,37938,21130427.4,04-NOV-2021,866,INE290A01027,,29574,77.95
NAM-INDIA,EQ,423.8,426.05,422.9,425.1,425.9,422.45,95607,40616617.35,04-NOV-2021,2454,INE298J01013,,53331,55.78
NATCOPHARM,EQ,868,868,858.1,859.95,859.75,859.6,16175,13948494.1,04-NOV-2021,1119,INE987B01026,,7785,48.13
NATHBIOGEN,EQ,303,303.05,297.2,301.3,299,301.35,8048,2430221.2,04-NOV-2021,464,INE448G01010,,5038,62.60
NATIONALUM,EQ,100.75,101.6,99.5,100.1,100,99.9,4494981,451051261.65,04-NOV-2021,23455,INE139A01034,,1588378,35.34
NAUKRI,EQ,6100,6139,6100,6114.35,6127.95,6048.9,33007,201824887.95,04-NOV-2021,5327,INE663F01024,,13154,39.85
NAVINFLUOR,EQ,3450,3459.95,3430,3440,3432,3418.2,16660,57377660.65,04-NOV-2021,2995,INE048G01026,,8567,51.42
NAVKARCORP,EQ,43.2,44.15,43,43.65,43.65,42.85,251891,11000796.9,04-NOV-2021,1296,INE278M01019,,160556,63.74
NAVNETEDUL,EQ,107.5,109.9,107.5,108.3,108.8,107.05,50490,5483498.45,04-NOV-2021,1325,INE060A01024,,27012,53.50
NAZARA,BE,2310,2337.4,2280,2301.6,2300,2304.75,40974,94430718.1,04-NOV-2021,4510,INE418L01021,,-,-
NBCC,EQ,46.5,46.65,46.2,46.45,46.6,46.25,858150,39849586.3,04-NOV-2021,6243,INE095N01031,,535858,62.44
NBIFIN,EQ,2444.1,2590,2414.95,2423.4,2432,2470.75,332,808662.2,04-NOV-2021,55,INE365I01020,,212,63.86
NBVENTURES,EQ,114.75,115.9,113.8,115,115,113.85,49709,5709391.3,04-NOV-2021,911,INE725A01022,,32713,65.81
NCC,EQ,74.15,75.25,74,75.05,75.2,73.6,994168,74359964.05,04-NOV-2021,6013,INE868B01028,,651328,65.51
NCLIND,EQ,234.9,239.8,232,237.05,234.95,230.5,85739,20234057.55,04-NOV-2021,2145,INE732C01016,,53998,62.98
NCPSESDL24,EQ,106.7,106.7,106.49,106.57,106.49,106.66,4751,506331.84,04-NOV-2021,23,INF204KB18W4,,4695,98.82
NDGL,EQ,1200,1247.8,1200,1207.25,1200,1198.45,94,113329.5,04-NOV-2021,14,INE756C01015,,84,89.36
NDL,EQ,95.7,95.7,88,93,92.85,91.65,176108,16393895.95,04-NOV-2021,1265,INE875G01030,,125177,71.08
NDRAUTO,EQ,374,380.25,360,362.95,364.95,367,6960,2596935.6,04-NOV-2021,202,INE07OG01012,,1587,22.80
NDTV,EQ,80.95,81.8,80,81.3,81.3,79.35,18559,1504305.55,04-NOV-2021,233,INE155G01029,,16354,88.12
NECCLTD,EQ,19.1,19.4,19,19.25,19,19,122145,2352728.2,04-NOV-2021,277,INE553C01016,,109471,89.62
NECLIFE,EQ,26.9,27.4,26.65,27.05,27.1,26.6,65525,1770581,04-NOV-2021,591,INE023H01027,,50959,77.77
NELCAST,EQ,83,85,82.65,83.55,83,81.75,43318,3614026,04-NOV-2021,921,INE189I01024,,28890,66.69
NELCO,BE,692.65,727.25,692.65,725.2,727.25,692.65,25827,18467656,04-NOV-2021,1108,INE045B01015,,-,-
NEOGEN,EQ,1232.25,1262.25,1229.1,1257.9,1259,1225.75,18491,23149168.15,04-NOV-2021,1955,INE136S01016,,11274,60.97
NESCO,EQ,625,633,623.75,626.9,626,621.9,13087,8225834.2,04-NOV-2021,844,INE317F01035,,9534,72.85
NESTLEIND,EQ,18900,18949,18811.9,18889.25,18904.9,18737.15,6905,130416483.5,04-NOV-2021,3058,INE239A01016,,4132,59.84
NETF,EQ,188,188.98,184,188.23,188.44,186.88,1923,362185.37,04-NOV-2021,118,INF277K015R5,,1538,79.98
NETFCONSUM,EQ,77.99,78,75.4,77.68,77.07,76.33,3584,277458.66,04-NOV-2021,186,INF204KA1LD7,,3173,88.53
NETFDIVOPP,EQ,49.3,49.89,45,46.63,46.5,45.2,1335,62119.83,04-NOV-2021,76,INF204KA1MS3,,993,74.38
NETFGILT5Y,EQ,49.05,49.05,49,49.05,49.05,49.05,6,294.25,04-NOV-2021,5,INF204KC1030,,4,66.67
NETFIT,EQ,36.42,36.42,35.94,36.1,36.11,35.89,227382,8211733.59,04-NOV-2021,3690,INF204KB15V2,,188926,83.09
NETFLTGILT,EQ,23.41,23.41,22.54,22.69,22.65,22.62,12205,276930.38,04-NOV-2021,94,INF204KB1882,,7968,65.28
NETFMID150,EQ,119.4,121.57,116.95,119.06,119.38,118.22,31569,3741964.43,04-NOV-2021,1294,INF204KB1V68,,20333,64.41
NETFNIF100,EQ,189.49,196.4,185.1,193.02,189.5,186.88,2159,415494.69,04-NOV-2021,219,INF204K014N5,,1503,69.62
NETFNV20,EQ,99.69,100,96.51,99.64,100,98.04,2708,270058.68,04-NOV-2021,131,INF204KB18I3,,2553,94.28
NETFPHARMA,EQ,15,15,13.89,14.05,14.07,13.89,43223,608110.09,04-NOV-2021,578,INF204KC1089,,40917,94.66
