SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AKSHOPTFBR,EQ,23.8,23.8,22.95,23.1,22.95,23.95,1342495,31270640.15,26-DEC-2016,4058,INE523B01011,
AKZOINDIA,EQ,1372,1387,1360,1372.35,1366.1,1372.3,5040,6909085.95,26-DEC-2016,876,INE133A01011,
ALANKIT,EQ,32.7,33,30,30.5,30,32.55,1221722,38490354.1,26-DEC-2016,2646,INE914E01040,
ALBERTDAVD,EQ,329.2,329.2,314.85,317.3,317,330.4,3564,1136039.95,26-DEC-2016,159,INE155C01010,
ALBK,EQ,60.2,60.5,57.3,57.65,57.8,60.55,2383177,139909184.75,26-DEC-2016,9846,INE428A01015,
ALCHEM,EQ,22.25,22.25,21.55,21.95,22.2,21.95,4061,88912.25,26-DEC-2016,45,INE964B01033,
ALEMBICLTD,EQ,35.2,36.35,35.15,35.55,35.4,35.45,76445,2725609.1,26-DEC-2016,517,INE426A01027,
ALICON,EQ,345.4,353.35,341.4,346.2,349.5,350.55,3700,1281397,26-DEC-2016,74,INE062D01024,
ALKALI,EQ,69.3,71.95,66.3,67.5,67.3,70.7,14357,976848.45,26-DEC-2016,255,INE773I01017,
ALKEM,EQ,1594.95,1594.95,1532.25,1546.1,1545,1601.2,18666,29076729.5,26-DEC-2016,2926,INE540L01014,
ALKYLAMINE,EQ,302,302,288,293.5,294.45,294.4,3348,982243.8,26-DEC-2016,130,INE150B01021,
ALLCARGO,EQ,177.7,177.7,170.05,173.7,175.75,176.95,48293,8397048.4,26-DEC-2016,2468,INE418H01029,
ALLSEC,EQ,355.3,357,333,335.25,335,356.85,19258,6619000.75,26-DEC-2016,921,INE835G01018,
ALMONDZ,EQ,13.35,14.3,13.35,13.65,13.6,14.1,4424,60389.15,26-DEC-2016,14,INE326B01027,
ALOKTEXT,EQ,3.15,3.45,2.95,3.2,3.2,3.1,9657637,31289582.55,26-DEC-2016,2587,INE270A01011,
ALPA,BE,31.7,31.7,29,29.2,29.2,30.4,7801,227970.65,26-DEC-2016,40,INE385I01010,
ALPHAGEO,EQ,973.1,977,940,948.3,951,974.6,8332,7935860.75,26-DEC-2016,1141,INE137C01018,
ALPSINDUS,EQ,8.65,8.65,8.2,8.3,8.3,8.75,82673,690757.65,26-DEC-2016,203,INE093B01015,
AMARAJABAT,EQ,887,887,867.7,873,872.55,887.05,140523,122870672.3,26-DEC-2016,6131,INE885A01032,
AMBIKCO,EQ,1020,1029,1000,1010.2,1012.4,1032.3,8237,8270787.3,26-DEC-2016,424,INE540G01014,
AMBUJACEM,EQ,199.8,200.9,197,198.35,199.95,200.05,688512,136468137.5,26-DEC-2016,22712,INE079A01024,
AMDIND,EQ,29.5,29.5,27.55,28.85,29.4,29.2,4866,138071.75,26-DEC-2016,128,INE005I01014,
AMRUTANJAN,EQ,510,535,510,513.75,514.1,514,7574,3933754.35,26-DEC-2016,746,INE098F01023,
AMTEKAUTO,EQ,33,33.3,31.4,31.75,31.95,32.9,1304419,41747956.65,26-DEC-2016,4572,INE130C01021,
AMTL,EQ,27.5,29.45,27.05,28.15,27.05,28.1,3930,112213.85,26-DEC-2016,41,INE436N01029,
ANANTRAJ,EQ,37.7,37.7,36.5,36.85,36.8,38.05,225244,8401792.25,26-DEC-2016,1298,INE242C01024,
ANDHRABANK,EQ,48.3,48.35,46,46.45,46.05,48.5,1311829,61957516.5,26-DEC-2016,5044,INE434A01013,
ANDHRACEMT,EQ,7.2,7.2,6.85,6.95,7,7.2,69379,483951.5,26-DEC-2016,210,INE666E01012,
ANDHRSUGAR,EQ,203.95,206.85,200.05,200.6,201.45,206.2,33636,6824445.4,26-DEC-2016,850,INE715B01013,
ANGIND,EQ,10.95,11.05,10.85,10.85,10.85,11.4,29778,325597.85,26-DEC-2016,116,INE017D01010,
ANIKINDS,BE,24.05,25,23.95,25,25,25.2,2516,61502.3,26-DEC-2016,9,INE087B01017,
ANKITMETAL,EQ,1.7,1.75,1.65,1.7,1.7,1.7,21031,35584.65,26-DEC-2016,34,INE106I01010,
ANSALAPI,EQ,14.4,14.5,13.7,14.2,14.3,14.15,252893,3559872.95,26-DEC-2016,501,INE436A01026,
ANSALHSG,EQ,17.75,18.5,17.7,18.35,18.35,18.45,5175,93223.65,26-DEC-2016,57,INE880B01015,
ANTGRAPHIC,BE,1.05,1.05,1.05,1.05,1.05,1.1,4468,4691.4,26-DEC-2016,6,INE414B01021,
APARINDS,EQ,589.4,589.4,560.2,565.3,561,571.15,34915,20040012,26-DEC-2016,3196,INE372A01015,
APCOTEXIND,EQ,290,291.25,284,287.5,289.95,291.2,11236,3219273.5,26-DEC-2016,257,INE116A01024,
APLAPOLLO,EQ,895,903.95,876,882.05,886.95,891.15,6651,5891633.65,26-DEC-2016,514,INE702C01019,
APLLTD,EQ,607.5,614.85,598.55,607.8,607.2,614.5,29969,18221208.3,26-DEC-2016,1716,INE901L01018,
APOLLOHOSP,EQ,1135,1136.75,1111.6,1126,1125.2,1136.4,129792,145822549.5,26-DEC-2016,13290,INE437A01024,
APOLLOTYRE,EQ,189,189.35,183.9,185.2,185.2,189.35,1303544,241717688.15,26-DEC-2016,11065,INE438A01022,
APTECHT,EQ,150.25,150.25,142.35,144.35,143,151.6,222785,32605086.8,26-DEC-2016,2971,INE266F01018,
ARCHIDPLY,EQ,52.1,52.9,50.9,51,51,52.8,24997,1291060.05,26-DEC-2016,315,INE877I01016,
ARCHIES,EQ,25.1,25.2,23.65,23.8,24,25,70986,1706957.95,26-DEC-2016,440,INE731A01020,
ARCOTECH,EQ,443.55,464,422.65,427.05,435,442.8,165805,72697014,26-DEC-2016,7469,INE574I01027,
ARIES,EQ,158,161.25,149.05,151.05,150.4,159.05,109756,17133808.4,26-DEC-2016,2397,INE298I01015,
ARIHANT,BE,56,59.25,54.9,57.15,57.15,57,2651,148429.35,26-DEC-2016,27,INE413D01011,
ARMANFIN,EQ,185.8,185.8,171,173.85,171.3,179.95,1695,296587.2,26-DEC-2016,130,INE109C01017,
AROGRANITE,EQ,69.9,72.4,61.7,67.65,67.45,67.75,53170,3588061.9,26-DEC-2016,545,INE210C01013,
ARROWGREEN,EQ,484.9,484.9,465,471,471,480.3,17752,8394277.6,26-DEC-2016,482,INE570D01018,
ARROWTEX,EQ,36.3,36.5,35.1,35.5,35.35,36.7,31997,1139862.25,26-DEC-2016,284,INE933J01015,
ARSHIYA,EQ,27.55,28.15,26.75,27.8,27.7,28.2,18135,498711.7,26-DEC-2016,179,INE968D01022,
ARSSINFRA,EQ,63.6,63.6,60.7,61.85,61.4,63.4,196230,12166846.15,26-DEC-2016,2362,INE267I01010,
ARVIND,EQ,338,338.1,326.55,327.7,327,339.6,1087833,359900603.85,26-DEC-2016,14205,INE034A01011,
ARVSMART,EQ,66.3,69.45,64.65,65.15,65,68.05,15684,1030684.25,26-DEC-2016,652,INE034S01021,
ASAHIINDIA,EQ,172.05,172.05,167.45,170.3,170,172.35,1014064,172620140.95,26-DEC-2016,321,INE439A01020,
ASAHISONG,EQ,224.05,224.05,215.35,218.3,218.35,225.35,7282,1595335.35,26-DEC-2016,543,INE228I01012,
ASAL,EQ,59.95,61.35,56,57.1,56.15,57.75,11658,678960.45,26-DEC-2016,148,INE900C01027,
ASHAPURMIN,EQ,59.95,61.9,59.3,59.55,59.45,60.6,80075,4821169.35,26-DEC-2016,607,INE348A01023,
ASHIANA,EQ,134,135.3,130.6,133.8,130.6,133.8,11446,1524191.05,26-DEC-2016,432,INE365D01021,
ASHIMASYN,EQ,13.8,13.8,13.1,13.6,13.6,14,71143,960620.85,26-DEC-2016,198,INE440A01010,
ASHOKA,EQ,153.55,156.9,151.15,155.05,154.2,155,29236,4501748.7,26-DEC-2016,1947,INE442H01029,
ASHOKLEY,EQ,77.8,77.9,76.25,76.5,76.5,77.7,4475664,344280658.1,26-DEC-2016,22487,INE208A01029,
ASIANHOTNR,EQ,101.3,107.45,101.3,104.55,103.2,104,210,21841.45,26-DEC-2016,17,INE363A01022,
ASIANPAINT,EQ,874,885,860,867.8,866,874,1313467,1146767611.4,26-DEC-2016,45920,INE021A01026,
ASIANTILES,EQ,211.15,218.95,205.4,206.65,207.5,214.4,30852,6484531.35,26-DEC-2016,1071,INE022I01019,
ASPINWALL,BE,185.4,197.85,185.4,195,195,195,329,62259.75,26-DEC-2016,5,INE991I01015,
ASSAMCO,EQ,4.85,5.65,4.85,5,5,4.9,1268329,6526570,26-DEC-2016,1176,INE442A01024,
ASTEC,EQ,616,616,585.2,590.8,588,616.8,69020,41142488.3,26-DEC-2016,2974,INE563J01010,
ASTRAL,EQ,389.5,389.5,377.05,380.9,381.75,385.05,3954,1509252.2,26-DEC-2016,421,INE006I01046,
ASTRAMICRO,EQ,111,111.25,107.1,108.45,108.4,110.6,110518,12016275.4,26-DEC-2016,1617,INE386C01029,
ASTRAZEN,EQ,910,929.9,910,926.35,926,916.95,1227,1128060.1,26-DEC-2016,224,INE203A01020,
ATFL,EQ,446,462,428.4,454.4,456.65,442.4,4653,2068710.8,26-DEC-2016,406,INE209A01019,
ATLANTA,EQ,69.4,70.9,66.5,67.05,66.6,69.6,172029,11794986.75,26-DEC-2016,2295,INE285H01022,
ATLASCYCLE,EQ,335.1,335.1,324.1,326.1,328,338.55,23276,7691221.6,26-DEC-2016,800,INE446A01017,
ATNINTER,EQ,0.35,0.35,0.35,0.35,0.35,0.3,5155,1804.25,26-DEC-2016,5,INE803A01027,
ATUL,EQ,2000.05,2000.05,1950,1969.05,1980,2020.15,12746,25099961.15,26-DEC-2016,1064,INE100A01010,
ATULAUTO,EQ,411.5,419.8,405,408,407.5,412.2,8623,3531858.95,26-DEC-2016,639,INE951D01028,
AURDIS,SM,61.2,62,61.2,62,62,59.9,8000,492800,26-DEC-2016,2,INE448V01019,
AURIONPRO,EQ,140.65,141.45,130.6,132.9,131.95,141.5,81501,11085492.95,26-DEC-2016,1629,INE132H01018,
AUROPHARMA,EQ,646,646,621.9,624.5,623.25,647.55,2718624,1708755245.55,26-DEC-2016,47102,INE406A01037,
AUSOMENT,EQ,24,25.9,23.6,24,24.6,24.8,988,23859.2,26-DEC-2016,20,INE218C01016,
AUSTRAL,EQ,0.4,0.4,0.3,0.3,0.3,0.35,68568,23318.25,26-DEC-2016,21,INE455J01027,
AUTOAXLES,EQ,620.1,623.95,597,602.05,600.9,635.7,11061,6735194.8,26-DEC-2016,949,INE449A01011,
AUTOIND,EQ,48.35,49.9,45.25,47.3,47.1,49.35,13960,662410.9,26-DEC-2016,175,INE718H01014,
AUTOLITIND,EQ,48.05,49.5,47.5,48.9,48.75,48.5,3069,148251.2,26-DEC-2016,41,INE448A01013,
AVANTIFEED,EQ,494.5,494.5,477.5,478.85,480,485.35,6008,2885073.35,26-DEC-2016,626,INE871C01020,
AVTNPL,EQ,31,31,29.95,30.2,30.25,30.25,24819,751967.75,26-DEC-2016,158,INE488D01021,
AXISBANK,EQ,435.1,435.85,427,432,430.95,438.1,4494204,1937198256.5,26-DEC-2016,66213,INE238A01034,
AXISCADES,EQ,176.5,176.5,168.35,169.15,169.85,177.9,81544,13882141.05,26-DEC-2016,3272,INE555B01013,
AXISGOLD,EQ,2484.35,2529,2484.35,2509.9,2510,2484.35,207,519058.6,26-DEC-2016,38,INF846K01347,
AYMSYNTEX,EQ,70.55,72.85,68.65,69.35,68.8,72.8,30191,2097012.8,26-DEC-2016,145,INE193B01039,
BAFNAPHARM,EQ,29.35,29.35,28.1,28.15,28.15,28.95,19404,548717.9,26-DEC-2016,122,INE878I01014,
BAGFILMS,EQ,4.1,4.2,3.9,3.95,4,4.1,182180,727710.2,26-DEC-2016,181,INE116D01028,
BAJAJ-AUTO,EQ,2617.7,2650,2577.7,2600.7,2609.95,2618.8,121218,315033824.85,26-DEC-2016,16050,INE917I01010,
BAJAJCORP,EQ,355.05,364.4,352.1,360.6,360,357.15,7497,2681567.4,26-DEC-2016,520,INE933K01021,
BAJAJELEC,EQ,209.9,211,204,205.4,205.65,211.1,31227,6472659.65,26-DEC-2016,1049,INE193E01025,
BAJAJFINSV,EQ,2630,2637.95,2555,2617.85,2626,2620.4,74403,193563477.85,26-DEC-2016,8016,INE918I01018,
BAJAJHIND,EQ,13.4,13.7,13,13.05,13.1,13.3,2041664,27144770.75,26-DEC-2016,2909,INE306A01021,
BAJAJHLDNG,EQ,1801.55,1815.15,1756,1767.2,1770,1806.85,12418,22089345.4,26-DEC-2016,2050,INE118A01012,
BAJFINANCE,EQ,810,821.3,782.05,810,806.7,808.95,2133916,1724558615.55,26-DEC-2016,48560,INE296A01024,
BALAJITELE,EQ,88,88,84.2,84.55,84.3,86.55,17970,1541987,26-DEC-2016,354,INE794B01026,
BALAMINES,EQ,322,322.4,305,306.7,306.2,315.1,9190,2851155.6,26-DEC-2016,671,INE050E01027,
BALKRISHNA,EQ,74.2,74.2,72,72.45,72,74.1,28890,2107434.65,26-DEC-2016,264,INE875R01011,
BALKRISIND,EQ,1035,1085,1028.3,1083.4,1084.75,1048.95,100973,107563373.65,26-DEC-2016,3979,INE787D01026,
BALLARPUR,EQ,16,16,15.6,15.7,15.7,16,535867,8429574.8,26-DEC-2016,511,INE294A01037,
BALMLAWRIE,EQ,245,251.6,234,236.2,234,1050.65,466402,112951496.8,26-DEC-2016,10483,INE164A01016,
BALPHARMA,EQ,95.9,95.9,88.55,89.7,88.85,92.7,18951,1730804.3,26-DEC-2016,449,INE083D01012,
BALRAMCHIN,EQ,119,120.25,118,118.3,118.35,118.95,517780,61661553.2,26-DEC-2016,6442,INE119A01028,
BANARBEADS,EQ,57,64.45,55,58.7,58.05,54.8,371998,22718809.95,26-DEC-2016,4206,INE655B01011,
BANARISUG,EQ,1806,1814.1,1798,1804.5,1800,1805.3,1494,2689908.7,26-DEC-2016,77,INE459A01010,
BANCOINDIA,EQ,175,178,170,173.2,170,176.4,56147,9841131.45,26-DEC-2016,1831,INE213C01025,
BANG,EQ,30,30.4,29,30.25,30.3,30.1,10075,300386.1,26-DEC-2016,54,INE863I01016,
BANKBARODA,EQ,152,152.35,146,147.35,147.75,153,6151900,913981561.2,26-DEC-2016,40563,INE028A01039,
BANKBEES,EQ,1801.79,1803.45,1778,1784.83,1782.99,1807.83,2580,4606459.66,26-DEC-2016,269,INF732E01078,
BANKINDIA,EQ,106.7,106.75,102.95,103.5,103.1,107.05,2024903,211581363.45,26-DEC-2016,10084,INE084A01016,
BANSWRAS,EQ,143.4,143.95,136.6,137.1,137.95,144.7,4961,696001.35,26-DEC-2016,115,INE629D01012,
BARTRONICS,BE,18.2,20.1,18.2,20.05,20.1,19.15,205001,3951447.65,26-DEC-2016,721,INE855F01034,
BASF,EQ,1064.05,1085,1051.05,1076.5,1073,1082,22058,23550971.5,26-DEC-2016,1459,INE373A01013,
BASML,EQ,277.6,278.8,271,278.8,278.8,289.15,30,8183.45,26-DEC-2016,14,INE186H01014,
BATAINDIA,EQ,424.5,425.75,419.55,420.7,421.5,424.9,163317,68850014.55,26-DEC-2016,6447,INE176A01028,
BAYERCROP,EQ,4060.05,4091.35,3991,4008.25,4010,4101.5,2378,9586740.45,26-DEC-2016,524,INE462A01022,
BBL,EQ,756,760,749,750.25,751,761.15,2492,1872607.75,26-DEC-2016,266,INE464A01028,
BBTC,EQ,484.3,489.85,472.95,477.4,474.9,486.65,19212,9256557.4,26-DEC-2016,911,INE050A01025,
BEARDSELL,EQ,395.05,415,386,406,395.7,406.3,1013,405184.4,26-DEC-2016,59,INE520H01014,
BEDMUTHA,EQ,20,21,19.3,19.9,19.8,20.5,7382,151386.2,26-DEC-2016,68,INE844K01012,
BEL,EQ,1390,1393,1345.6,1356.2,1359.8,1384.95,198003,271319581.85,26-DEC-2016,15607,INE263A01016,
BEML,EQ,965,965.05,935,950.25,950.1,971.55,398696,378363074.75,26-DEC-2016,13664,INE258A01016,
BEPL,EQ,21.7,22.05,21.45,21.55,21.6,22,412370,8946241.25,26-DEC-2016,808,INE922A01025,
BERGEPAINT,EQ,201.6,201.9,192.3,193.1,193.2,202.6,517900,100845368.35,26-DEC-2016,14652,INE463A01038,
BFINVEST,EQ,136.3,136.6,131,132.25,132.9,138.2,32578,4332878.15,26-DEC-2016,1412,INE878K01010,
BFUTILITIE,EQ,384.85,385.8,370,371.5,371.9,386.6,214277,80599689.65,26-DEC-2016,6061,INE243D01012,
BGLOBAL,BE,7.9,7.9,7.4,7.9,7.9,7.55,22915,180235.65,26-DEC-2016,45,INE224M01013,
BGRENERGY,EQ,110.8,110.8,106.55,107.25,107,110.25,56524,6095543.5,26-DEC-2016,879,INE661I01014,
BHAGERIA,EQ,355.2,355.25,341.05,342.9,342,355.2,33265,11483539.7,26-DEC-2016,1290,INE354C01027,
BHAGYNAGAR,EQ,18.2,19.9,17.55,18.15,17.55,18.6,9215,169596,26-DEC-2016,54,INE458B01028,
BHARATFIN,EQ,519.05,519.65,472,480.15,474,519.8,8143972,4056103206.95,26-DEC-2016,109532,INE180K01011,
BHARATFORG,EQ,914,914,878,881.5,880.5,911.95,419276,374260124.75,26-DEC-2016,13084,INE465A01025,
BHARATGEAR,EQ,99,102,96.5,98.15,98,99.8,9503,932927.4,26-DEC-2016,203,INE561C01019,
BHARATIDIL,BE,15.3,16.45,15.3,15.7,15.75,16.05,4457,69783.95,26-DEC-2016,33,INE673G01013,
BHARATRAS,EQ,1672,1787,1672,1724.95,1730.75,1723.75,728,1265694.7,26-DEC-2016,164,INE838B01013,
BHARATWIRE,EQ,73.8,75,69,72.3,72.65,71.3,1535083,112223656,26-DEC-2016,12861,INE316L01019,
BHARTIARTL,EQ,294.5,297,288.7,296.1,296,295.55,2451002,719843402.35,26-DEC-2016,27762,INE397D01024,
BHEL,EQ,119,119.15,116.55,117.2,117.3,119,2984121,349832067.35,26-DEC-2016,20083,INE257A01026,
BHUSANSTL,EQ,40,41.45,39.3,39.7,39.35,40.8,48926,1973078.15,26-DEC-2016,480,INE824B01021,
BIGBLOC,EQ,47,48.95,47,48.05,48,48.05,9655,459918.5,26-DEC-2016,100,INE412U01017,
BIL,EQ,480,480,445,451.25,463,485,1226,562858.05,26-DEC-2016,142,INE828A01016,
BILENERGY,EQ,0.7,0.7,0.7,0.7,0.7,0.7,9450,6615,26-DEC-2016,6,INE607L01029,
BINANIIND,EQ,65,65.95,63.1,64.95,65,65.3,29909,1936621.1,26-DEC-2016,523,INE071A01013,
BINDALAGRO,EQ,24.95,25,24.1,24.2,24.1,24.95,60448,1476326.25,26-DEC-2016,190,INE143A01010,
BIOCON,EQ,924.6,926.8,890.35,894.35,890.8,930.6,711449,645746116.3,26-DEC-2016,13822,INE376G01013,
BIRLACABLE,EQ,39.35,39.35,36.75,38.15,38.65,38.15,1063,40000.85,26-DEC-2016,36,INE800A01015,
BIRLACORPN,EQ,629.95,639,617,629.4,624,641.1,27352,17187786.4,26-DEC-2016,753,INE340A01012,
BIRLACOT,BE,0.1,0.1,0.05,0.1,0.1,0.1,566822,47090.65,26-DEC-2016,75,INE655I01024,
BIRLAMONEY,EQ,26,26.1,25.25,25.6,25.35,26.1,7244,186058.85,26-DEC-2016,90,INE865C01022,
BLBLIMITED,EQ,6,6.55,5.7,6.3,6.4,6.2,4348,26825,26-DEC-2016,39,INE791A01024,
BLISSGVS,EQ,159.15,161.1,150,152.4,150.5,161.2,267158,41907142.2,26-DEC-2016,3764,INE416D01022,
BLKASHYAP,EQ,18.85,18.85,18.2,18.3,18.25,18.65,69660,1290677.5,26-DEC-2016,161,INE350H01032,
BLS,EQ,1919.1,1947,1898.05,1942.85,1941,1918.35,35519,67949650.25,26-DEC-2016,1436,INE153T01019,
BLUEBLENDS,EQ,41.5,43,40.6,42,42,42.05,712,29441.5,26-DEC-2016,46,INE113O01014,
BLUECHIP,EQ,0.4,0.4,0.4,0.4,0.4,0.4,10000,4000,26-DEC-2016,2,INE657B01025,
BLUEDART,EQ,4350,4350,4235.15,4261.15,4261,4280.75,7103,30364523.3,26-DEC-2016,618,INE233B01017,
BLUESTARCO,EQ,447.2,452.95,442.3,445.85,448.15,450.15,11933,5370988.4,26-DEC-2016,537,INE472A01039,
BODALCHEM,EQ,120.25,121,117.6,118.55,118,121.2,178352,21323985.45,26-DEC-2016,1816,INE338D01028,
BOMDYEING,EQ,48.65,50.25,46.85,47.2,47.15,48.75,1838155,90233347.45,26-DEC-2016,9726,INE032A01023,
BOSCHLTD,EQ,19600,19650,19235.05,19318.25,19320,19715.95,9934,192556967.8,26-DEC-2016,4173,INE323A01026,
BPCL,EQ,611,611.05,600.4,602.25,603,610.9,815356,492761822,26-DEC-2016,24516,INE029A01011,
BPL,EQ,62,62.15,59.25,59.7,59.45,62.3,227515,13780141.5,26-DEC-2016,2090,INE110A01019,
BRFL,EQ,134.2,140.15,134.2,137.05,137,138.2,5481,757287,26-DEC-2016,66,INE589G01011,
BRIGADE,EQ,145,148.85,145,145.65,145.5,148,4377,640112.9,26-DEC-2016,159,INE791I01019,
BRITANNIA,EQ,2829.9,2831.4,2780,2807.3,2813.5,2831.2,68000,190789837.5,26-DEC-2016,8314,INE216A01022,
BROADCAST,BZ,2.8,2.8,2.8,2.8,2.8,2.9,250,700,26-DEC-2016,1,INE698H01018,
BROOKS,EQ,138,139.65,133,134.15,134,138.5,29615,3994145,26-DEC-2016,638,INE650L01011,
BSELINFRA,EQ,3.65,3.75,3.6,3.65,3.65,3.65,54762,199857.15,26-DEC-2016,35,INE395A01016,
BSL,EQ,75.2,75.2,71,73.1,73.5,75.2,6905,503396.05,26-DEC-2016,223,INE594B01012,
BSLGOLDETF,EQ,2592,2593,2591,2591,2591,2595.5,20,51840,26-DEC-2016,4,INF209K01HT2,
BSLIMITED,EQ,2.85,2.9,2.8,2.8,2.8,2.9,1289247,3622858.7,26-DEC-2016,548,INE043K01029,
BSLNIFTY,EQ,99.85,99.85,99.85,99.85,99.85,94,21,2096.85,26-DEC-2016,1,INF209K01IR4,
