SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
ABSLRIF6RG,MF,7.46,7.55,7.46,7.55,7.55,7.6,6500,48985,06-JAN-2021,2,INF209KB1LL4,
ACC,EQ,1658,1679,1641,1674.45,1673.5,1645.3,1755315,2916886987.8,06-JAN-2021,47451,INE012A01025,
ACCELYA,EQ,967.85,991.4,953.8,961,966.65,972.1,7194,6981466.65,06-JAN-2021,1072,INE793A01012,
ACCURACY,EQ,37.45,37.5,36.5,37.15,37.4,36.9,46341,1721642.2,06-JAN-2021,112,INE648Z01015,
ACE,EQ,146.65,147.8,140,142.75,143.4,146.65,488780,70438661.35,06-JAN-2021,5537,INE731H01025,
ADANIENT,EQ,496,500.65,484.25,490.9,490,494.4,3295461,1627398169.45,06-JAN-2021,31038,INE423A01024,
ADANIGAS,EQ,375.4,377,365.6,369.4,368,373.65,1210896,450124739.1,06-JAN-2021,18561,INE399L01023,
ADANIGREEN,EQ,1100,1111,1080,1107.25,1107.7,1096.45,427847,471732591.1,06-JAN-2021,22661,INE364U01010,
ADANIPORTS,EQ,501.8,504.95,489.5,496.8,495,499.45,5203982,2597232899.8,06-JAN-2021,55841,INE742F01042,
ADANIPOWER,EQ,50,51.85,49,50.7,50.7,49.8,10891911,552307244.05,06-JAN-2021,30450,INE814H01011,
ADANITRANS,EQ,441,459.8,437.7,454.25,452,437.95,1594908,719935241.35,06-JAN-2021,33337,INE931S01010,
ADFFOODS,EQ,642,652.3,623,632.6,638,641.4,45069,28736173.45,06-JAN-2021,1862,INE982B01019,
ADHUNIKIND,BE,25.3,26.15,24.9,25.85,25.9,25.7,20186,516376.7,06-JAN-2021,125,INE452L01012,
ADL,BE,35.1,36.9,35.1,35.1,35.1,36.9,3360,118342.8,06-JAN-2021,39,INE0CHO01012,
ADORWELD,EQ,317,320,301,304.75,302,315.9,230590,71754136.95,06-JAN-2021,7072,INE045A01017,
ADROITINFO,BE,11.45,11.45,10.95,11.3,11.05,10.95,8500,95369.5,06-JAN-2021,44,INE737B01033,
ADSL,EQ,42.2,44,40.4,40.65,40.4,42.5,458081,19161778.5,06-JAN-2021,3047,INE102I01027,
ADVANIHOTR,BE,51.9,51.9,49,49.25,50,50.25,15683,783467.9,06-JAN-2021,86,INE199C01026,
ADVENZYMES,EQ,328,334.7,325,327.8,326.95,326,199027,65650341.75,06-JAN-2021,5824,INE837H01020,
AEGISCHEM,EQ,256,259,251,252.9,253,256.5,167369,42613088,06-JAN-2021,9418,INE208C01025,
AFFLE,EQ,4036,4038,3905,3944.55,3942.85,4005.9,48697,193421169.75,06-JAN-2021,11543,INE00WC01019,
AGARIND,EQ,105.8,105.8,100.2,103,103.8,102.7,12683,1305026.05,06-JAN-2021,329,INE204E01012,
AGCNET,BE,763,794.9,750,755.25,763,776.9,4007,3080377.8,06-JAN-2021,100,INE676A01019,
AGRITECH,BE,40.4,41,38.25,40.35,40.35,39.25,6171,248286.4,06-JAN-2021,82,INE449G01018,
AGROPHOS,EQ,16.75,16.75,15.75,16.05,15.95,16.35,150519,2443193.5,06-JAN-2021,533,INE740V01019,
AHLADA,SM,75.05,75.05,73.4,73.4,73.4,77.25,10000,739700,06-JAN-2021,9,INE00PV01013,
AHLEAST,EQ,165.85,169.75,164.45,165.25,164.6,166.05,909,150397.15,06-JAN-2021,78,INE926K01017,
AHLUCONT,EQ,264.95,266.2,260.35,261.55,262.6,263.85,118284,31314757.7,06-JAN-2021,2703,INE758C01029,
AHLWEST,EQ,258.95,268,257.05,260.8,263,261.9,1089,284327.25,06-JAN-2021,145,INE915K01010,
AIAENG,EQ,2021,2021.55,1968.05,1987.7,1999,2011.6,34882,69438251.95,06-JAN-2021,5910,INE212H01026,
AIRAN,EQ,18,19.35,18,18.65,18.75,18.6,48289,903945.4,06-JAN-2021,359,INE645W01026,
AISL,SM,26.5,26.5,25.35,25.35,25.35,26.5,3600,93060,06-JAN-2021,3,INE635Y01015,
AJANTPHARM,EQ,1676.5,1710,1665,1702.55,1695,1670.95,204496,346895706.5,06-JAN-2021,22506,INE031B01049,
AJMERA,EQ,139.5,141.3,136,136.75,137.45,138.85,104696,14516164.8,06-JAN-2021,1918,INE298G01027,
AJOONI,SM,34,34,32,33.7,33.7,32.4,52000,1725400,06-JAN-2021,13,INE820Y01013,
AKASH,EQ,232.5,233.9,222,224.35,224.5,230.45,11209,2577855.15,06-JAN-2021,127,INE737W01013,
AKG,SM,80,84.75,80,82.9,84.75,84.2,19200,1591360,06-JAN-2021,3,INE00Y801016,
AKSHARCHEM,EQ,264,272.5,263,270.45,269.35,263.2,47703,12720453.05,06-JAN-2021,1814,INE542B01011,
AKSHOPTFBR,EQ,7.5,8.1,7.45,8.1,8.1,7.4,1891853,15117021.3,06-JAN-2021,1478,INE523B01011,
AKZOINDIA,EQ,2460.1,2506.25,2415,2439,2435,2469.25,29467,72090525.05,06-JAN-2021,3616,INE133A01011,
ALANKIT,EQ,19.5,19.6,18.7,18.8,18.8,19.2,152017,2909971.15,06-JAN-2021,703,INE914E01040,
ALBERTDAVD,EQ,449,483.4,449,465.45,466.05,448.65,145531,68750609.65,06-JAN-2021,5689,INE155C01010,
ALCHEM,BZ,5.95,5.95,5.7,5.7,5.7,5.95,5674,32342.05,06-JAN-2021,31,INE964B01033,
ALEMBICLTD,EQ,109.9,110.5,104.8,106.35,106.3,109.45,712206,76717954.25,06-JAN-2021,6420,INE426A01027,
ALICON,EQ,375,385.05,352.6,375.9,375,372.8,14064,5274762.5,06-JAN-2021,884,INE062D01024,
ALKALI,EQ,50.95,54.8,49.25,53.85,53.75,50.05,281868,15033302.35,06-JAN-2021,2574,INE773I01017,
ALKEM,EQ,2999.95,3017.95,2972,2984.5,2975,2984.05,110942,331374706.15,06-JAN-2021,7348,INE540L01014,
ALKYLAMINE,EQ,5200,5610,4952,5095.3,5021.5,5142.85,1059873,5589822999.55,06-JAN-2021,174492,INE150B01021,
ALLCARGO,EQ,133.7,134.6,132.2,133.05,133.05,133.5,224915,29973028.6,06-JAN-2021,2519,INE418H01029,
ALLSEC,EQ,285.9,294.65,281,283.55,282.05,285.9,15754,4514606.4,06-JAN-2021,593,INE835G01018,
ALMONDZ,EQ,20.9,21.35,20.5,20.55,20.5,20.7,19043,395432.25,06-JAN-2021,169,INE326B01027,
ALOKINDS,EQ,22.95,23.15,22.45,22.65,22.75,22.75,8068284,184019887.05,06-JAN-2021,12458,INE270A01029,
ALPA,BE,38.95,39.9,38.2,39,39,38.15,49815,1938570.15,06-JAN-2021,276,INE385I01010,
ALPHAGEO,BE,202.95,207.6,200.05,202.1,203.95,199.2,14522,2960241.95,06-JAN-2021,263,INE137C01018,
ALPSINDUS,BE,1.7,1.7,1.6,1.7,1.7,1.65,13572,22072.5,06-JAN-2021,19,INE093B01015,
AMARAJABAT,EQ,985,993.75,966.4,978.65,974.9,985.1,723136,709348638.7,06-JAN-2021,22191,INE885A01032,
AMBER,EQ,2449.95,2699,2440.25,2632.15,2635,2393.75,1263603,3304194348.3,06-JAN-2021,143973,INE371P01015,
AMBIKCO,EQ,861,924,861,894.2,890,870.7,60817,54740896.45,06-JAN-2021,3841,INE540G01014,
AMBUJACEM,EQ,255.4,262,253.25,261.1,260.65,254.2,8653520,2230854963.35,06-JAN-2021,65141,INE079A01024,
AMDIND,EQ,22.7,23.05,21.35,21.9,21.4,22,85246,1899943.2,06-JAN-2021,578,INE005I01014,
AMJLAND,EQ,26.4,29.5,26.15,27.8,27.75,26.3,128075,3614695.45,06-JAN-2021,974,INE606A01024,
AMRUTANJAN,EQ,566,571.2,539.1,547.45,552,563.8,157064,87210646.65,06-JAN-2021,6936,INE098F01031,
ANANTRAJ,EQ,27.15,27.3,26.25,26.7,26.55,26.85,725241,19470563.5,06-JAN-2021,1823,INE242C01024,
ANDHRACEMT,EQ,6.35,6.5,6.1,6.2,6.2,6.35,748283,4688666.3,06-JAN-2021,940,INE666E01012,
ANDHRAPAP,EQ,217,219.7,210.55,214.05,213.5,216.55,46962,10125792,06-JAN-2021,1416,INE435A01028,
ANDHRSUGAR,EQ,323.95,334.6,320.2,331.5,332.15,321.25,244813,80277585.3,06-JAN-2021,5486,INE715B01013,
ANGELBRKG,EQ,355.5,361,348.7,352.95,354.95,354.35,344067,122097901.6,06-JAN-2021,11507,INE732I01013,
ANIKINDS,BE,18.15,19.05,17.5,19,19,18.15,89716,1690235,06-JAN-2021,319,INE087B01017,
ANKITMETAL,EQ,1.85,1.85,1.85,1.85,1.85,1.8,40736,75361.6,06-JAN-2021,36,INE106I01010,
ANSALAPI,BE,13.55,13.55,12.35,12.35,12.35,12.95,674580,8848914.6,06-JAN-2021,566,INE436A01026,
ANSALHSG,EQ,8.45,8.45,7.65,7.7,7.7,8.05,459351,3633273.6,06-JAN-2021,941,INE880B01015,
ANUP,EQ,717.9,722.9,708.25,711.7,709.05,717.85,13971,9973203.25,06-JAN-2021,1389,INE294Z01018,
APARINDS,EQ,359,359.35,350,353.35,353,357.7,30920,10950496.4,06-JAN-2021,1303,INE372A01015,
APCL,EQ,216,218.5,200.25,209.8,212,215.7,148764,30997624.1,06-JAN-2021,2257,INE071F01012,
APCOTEXIND,EQ,164,166.45,161.3,163.2,162.4,163.4,50823,8341393.75,06-JAN-2021,1085,INE116A01032,
APEX,EQ,308.8,313,303.1,304.8,305.5,304.25,115566,35603973.65,06-JAN-2021,3425,INE346W01013,
APLAPOLLO,EQ,888.95,899,879.5,891.65,892.2,879.45,762569,679943008.75,06-JAN-2021,19404,INE702C01027,
APLLTD,EQ,1104.4,1108,1054.8,1070.3,1070,1090.8,237232,256922832.15,06-JAN-2021,12373,INE901L01018,
APOLLO,EQ,122.8,123.9,121.3,121.95,121.8,122.1,84539,10366789.35,06-JAN-2021,1523,INE713T01010,
APOLLOHOSP,EQ,2522,2538.85,2481,2502.15,2486.25,2509.45,1108589,2780020175.5,06-JAN-2021,33157,INE437A01024,
APOLLOPIPE,EQ,708,727.65,693,700.1,697.25,715.5,38570,27430844.35,06-JAN-2021,1659,INE126J01016,
APOLLOTYRE,EQ,187.5,189.7,183.75,186.4,186.25,187,6428061,1202331123.35,06-JAN-2021,32183,INE438A01022,
APOLSINHOT,EQ,600.3,600.75,585,587.9,585,593.9,916,539472.9,06-JAN-2021,98,INE451F01024,
APTECHT,EQ,153.3,157.7,149,152.55,152,152.75,617094,95016377.65,06-JAN-2021,7447,INE266F01018,
ARCHIDPLY,EQ,43.7,44.7,39.4,40.15,39.6,43.55,508082,21017117.65,06-JAN-2021,3327,INE877I01016,
ARCHIES,EQ,14.45,14.55,14.1,14.45,14.45,14.4,170211,2452426.95,06-JAN-2021,514,INE731A01020,
ARCOTECH,BZ,2.9,2.95,2.75,2.8,2.9,2.85,62562,178443.95,06-JAN-2021,187,INE574I01035,
ARENTERP,EQ,12.95,13.3,12.15,12.2,12.15,12.75,11025,138337.15,06-JAN-2021,85,INE610C01014,
ARIES,EQ,107.6,107.6,102.55,103.45,103,106.65,79433,8323170.45,06-JAN-2021,1262,INE298I01015,
ARIHANT,EQ,24.95,26.45,23.5,24.65,24.05,25.35,4869,120236.75,06-JAN-2021,143,INE413D01011,
ARIHANTSUP,EQ,32.45,34.05,32.4,34.05,34.05,32.45,145338,4942901.7,06-JAN-2021,97,INE643K01018,
ARMANFIN,EQ,715,744,695.85,708.3,705,723.45,14391,10242783.95,06-JAN-2021,1263,INE109C01017,
AROGRANITE,EQ,49.85,50.9,48.35,49,49.4,49.8,67191,3346659.95,06-JAN-2021,622,INE210C01013,
ARROWGREEN,EQ,63.7,66.85,61.6,62.65,62.5,63.65,25854,1656510.3,06-JAN-2021,568,INE570D01018,
ARSHIYA,EQ,23.45,23.45,23.45,23.45,23.45,22.35,17482,409952.9,06-JAN-2021,33,INE968D01022,
ARSSINFRA,EQ,32.65,32.75,30.6,31.9,31.6,31.2,162100,5248477.3,06-JAN-2021,718,INE267I01010,
ARTEMISMED,BE,217,220.95,216.1,217.1,220,216.1,496,107571.95,06-JAN-2021,11,INE025R01013,
ARVIND,EQ,49.6,52.45,49.25,50.95,50.9,49.2,3980543,203409815.35,06-JAN-2021,12396,INE034A01011,
ARVINDFASN,EQ,166.45,173.6,165.05,171.2,170.45,163.6,1619740,275649585.15,06-JAN-2021,18688,INE955V01021,
ARVSMART,EQ,113.95,114.7,109.45,110.95,110.5,112.55,118517,13311284.7,06-JAN-2021,1757,INE034S01021,
ASAHIINDIA,EQ,290,294,281,285,286,290,81422,23436312.65,06-JAN-2021,1838,INE439A01020,
ASAHISONG,EQ,257.9,258.7,248.6,250.05,249,254.4,26743,6771177.4,06-JAN-2021,1067,INE228I01012,
ASAL,EQ,27.45,28.1,27.25,27.25,27.25,27.45,8502,233185.55,06-JAN-2021,87,INE900C01027,
ASALCBR,EQ,330,330,315.4,321.95,323.5,325.4,68443,22189093.1,06-JAN-2021,2978,INE073G01016,
ASHAPURMIN,EQ,131.95,132,125.75,132,132,125.75,1166132,153194605.2,06-JAN-2021,4221,INE348A01023,
ASHIANA,EQ,105.25,107.25,103.5,104.6,104.6,104.6,121564,12813462.85,06-JAN-2021,1777,INE365D01021,
ASHIMASYN,BE,13.3,13.55,12.65,12.8,12.8,13.1,134425,1749912.05,06-JAN-2021,130,INE440A01010,
ASHOKA,EQ,94,95.1,92.05,93.65,93.65,93.35,1283103,120458483.45,06-JAN-2021,6458,INE442H01029,
ASHOKLEY,EQ,104.95,106.75,103.45,105.1,105.1,104.75,30608984,3223096995.6,06-JAN-2021,82717,INE208A01029,
ASIANHOTNR,EQ,77,77,74,75.55,75.9,75.65,15208,1154559.95,06-JAN-2021,226,INE363A01022,
ASIANPAINT,EQ,2801.3,2822.45,2780,2805.35,2799.95,2793.85,1697884,4746117446.7,06-JAN-2021,81675,INE021A01026,
ASIANTILES,EQ,294.95,297.9,289.15,290.85,290,293,177524,52142773.7,06-JAN-2021,2180,INE022I01019,
ASPINWALL,EQ,167.05,172.05,163.45,165.4,163.5,167.6,3713,617353.55,06-JAN-2021,86,INE991I01015,
ASTEC,EQ,1296.8,1328.2,1259,1280.65,1279.9,1292.6,141000,183471130.8,06-JAN-2021,9816,INE563J01010,
ASTERDM,EQ,170.35,173.35,166.1,167.3,166.95,169.55,131426,22258184.35,06-JAN-2021,2988,INE914M01019,
ASTRAL,EQ,1783.5,1798,1702.05,1726.5,1743.8,1775.5,140067,244712808.6,06-JAN-2021,16378,INE006I01046,
ASTRAMICRO,EQ,126.8,127.95,123.15,123.9,123.75,126.05,410387,51300650.6,06-JAN-2021,3926,INE386C01029,
ASTRAZEN,EQ,4564.05,4597.65,4460,4467.95,4465,4564.05,88085,397077291.1,06-JAN-2021,12146,INE203A01020,
ASTRON,EQ,53.3,54.25,52.3,52.5,52.8,53.25,65108,3461562,06-JAN-2021,550,INE646X01014,
ATFL,EQ,852,864,845.05,852.1,847,858.45,14898,12751792.85,06-JAN-2021,1940,INE209A01019,
ATLANTA,EQ,10.35,10.4,10.05,10.4,10.3,9.95,113422,1169796.35,06-JAN-2021,388,INE285H01022,
ATLASCYCLE,BZ,40.7,42,39.65,40.95,40.95,40,3799,154950.45,06-JAN-2021,133,INE446A01025,
ATUL,EQ,6640,6681.65,6554.8,6578.25,6573.7,6583.8,38716,255959368.3,06-JAN-2021,6007,INE100A01010,
ATULAUTO,EQ,185,189.7,183.5,186.05,186.5,184.85,135841,25311756.95,06-JAN-2021,2522,INE951D01028,
AUBANK,EQ,893,897,873,889.55,880,884.65,1308275,1163838304.1,06-JAN-2021,23838,INE949L01017,
AURIONPRO,EQ,92.45,92.45,86.2,88.3,88.9,89.15,44148,3936201.55,06-JAN-2021,373,INE132H01018,
AUROPHARMA,EQ,979.9,983.6,954.45,968.85,966.4,979.35,2720088,2637087756.75,06-JAN-2021,44262,INE406A01037,
AUSOMENT,EQ,51.3,52.7,51,51.35,51,52.1,6348,328466.35,06-JAN-2021,134,INE218C01016,
AUTOAXLES,EQ,1070,1079.9,1030,1056.55,1035,1060.65,14401,15207964.7,06-JAN-2021,1472,INE449A01011,
AUTOIND,EQ,35.5,35.5,33.1,35,35.3,34.8,43265,1478932.45,06-JAN-2021,401,INE718H01014,
AUTOLITIND,EQ,25.15,25.6,24.1,24.4,24.15,25.15,12398,307098.25,06-JAN-2021,198,INE448A01013,
AVADHSUGAR,EQ,217.2,224,216,219.9,219.3,216.8,157284,34618553.25,06-JAN-2021,2849,INE349W01017,
AVANTIFEED,EQ,525,530,515.05,518.75,516,519.4,399632,208622236.2,06-JAN-2021,11376,INE871C01038,
AVG,SM,54.6,54.6,54.6,54.6,54.6,54.6,1200,65520,06-JAN-2021,1,INE680Z01018,
AVTNPL,EQ,50.05,54,49.85,52.85,52.75,50,1031080,54405148.3,06-JAN-2021,5212,INE488D01021,
AWHCL,EQ,361,373.5,358.05,361.2,359.6,365.1,1143788,418817436.05,06-JAN-2021,28396,INE01BK01022,
AXISBANK,EQ,662,667.15,649.15,654.25,651.55,664.45,20829645,13733935601.45,06-JAN-2021,232735,INE238A01034,
AXISBNKETF,EQ,314,319.45,314,317.22,317.22,316.85,4537,1440976.16,06-JAN-2021,39,INF846K01X63,
AXISCADES,EQ,59.8,60.3,57.7,58.15,58.1,59.6,94072,5537550.6,06-JAN-2021,853,INE555B01013,
AXISGOLD,EQ,44.68,45.09,44.68,44.91,44.83,44.78,136559,6119737.26,06-JAN-2021,1158,INF846K01W80,
AXISNIFTY,EQ,147.32,147.56,145.98,146.89,146.87,147.07,3415,502370.35,06-JAN-2021,164,INF846K01W98,
AYMSYNTEX,BE,43.9,45.25,43,43.25,44,43.1,34111,1521472,06-JAN-2021,122,INE193B01039,
BAFNAPH,BE,177.7,177.7,168.9,169.4,168.9,177.75,5646,969343.1,06-JAN-2021,160,INE878I01022,
BAGFILMS,BE,3.25,3.4,3.15,3.15,3.3,3.3,176528,562790.4,06-JAN-2021,230,INE116D01028,
BAJAJ-AUTO,EQ,3492.65,3527,3435.9,3462.7,3462.35,3492.65,591620,2065819356.5,06-JAN-2021,43881,INE917I01010,
BAJAJCON,EQ,230,231.3,216.55,224.45,225.75,230.3,334577,75675002.1,06-JAN-2021,7023,INE933K01021,
BAJAJELEC,EQ,624.4,646.8,621.95,629.55,629,621.55,300936,191471703.05,06-JAN-2021,7975,INE193E01025,
BAJAJFINSV,EQ,8900,8900,8636,8786.35,8774.95,8820.85,599193,5242437179.5,06-JAN-2021,60429,INE918I01018,
BAJAJHIND,EQ,6.25,7.1,6.25,6.95,7,6.25,27690130,188107872.65,06-JAN-2021,14010,INE306A01021,
BAJAJHLDNG,EQ,3067,3137,3067,3108.75,3118,3110.85,31359,97338651.5,06-JAN-2021,4313,INE118A01012,
BAJFINANCE,EQ,5130,5168.35,4990.3,5030.3,5020.95,5119,3607923,18248881829.2,06-JAN-2021,202484,INE296A01024,
BALAJITELE,EQ,70.9,71.65,68.5,69.2,69.5,70.5,221973,15570233.7,06-JAN-2021,2096,INE794B01026,
BALAMINES,EQ,1077.9,1277.75,1074.05,1221.05,1255,1074.05,1258354,1451041036.35,06-JAN-2021,62962,INE050E01027,
BALAXI,EQ,652,652,609,616.75,609,630.5,3114,1947690.95,06-JAN-2021,245,INE618N01014,
BALKRISHNA,BE,20.5,21.15,20.2,21,21,20.15,20207,421525.75,06-JAN-2021,66,INE875R01011,
BALKRISIND,EQ,1681.95,1693.5,1656.1,1679.3,1674.95,1681.45,386405,648195082.6,06-JAN-2021,17731,INE787D01026,
BALLARPUR,BZ,1.3,1.35,1.25,1.25,1.25,1.3,14278911,18357022.05,06-JAN-2021,1443,INE294A01037,
BALMLAWRIE,EQ,129.5,129.75,125.05,126.25,126.25,129,456492,58091491.75,06-JAN-2021,6097,INE164A01016,
BALPHARMA,BE,56.7,57.7,56.2,56.65,56.5,56.7,19606,1113758.15,06-JAN-2021,151,INE083D01012,
BALRAMCHIN,EQ,170.2,176.2,169.75,174.2,174.95,169.4,2058925,358536805.75,06-JAN-2021,16466,INE119A01028,
BANARBEADS,EQ,57.25,63.9,57.25,59.95,59.55,57.85,173499,10666986.3,06-JAN-2021,1851,INE655B01011,
BANARISUG,EQ,1463,1574.85,1401.2,1498.45,1514.95,1463.5,8712,13123523.9,06-JAN-2021,799,INE459A01010,
BANCOINDIA,EQ,142.9,146.7,140.6,142.6,143,141.8,274494,39706399.65,06-JAN-2021,9054,INE213C01025,
BANDHANBNK,EQ,403.95,409.25,394.6,396,396.95,401.85,9455430,3799466794,06-JAN-2021,95874,INE545U01014,
BANG,EQ,31.45,31.45,29.5,29.7,30.1,30.4,10731,325186.25,06-JAN-2021,216,INE863I01016,
BANKA,EQ,62.55,62.55,57.25,62.55,62.55,59.6,23394,1457089.45,06-JAN-2021,162,INE862Y01015,
BANKBARODA,EQ,66,67.7,64.7,65.5,65.35,65.6,47643226,3159050130.5,06-JAN-2021,77338,INE028A01039,
BANKBEES,EQ,320.64,321.26,317.4,319.67,318.89,318.73,608840,194626931.8,06-JAN-2021,7418,INF204KB15I9,
BANKINDIA,EQ,51,52.45,50.6,51.2,51.2,50.55,7617139,394044162.05,06-JAN-2021,18776,INE084A01016,
BANSWRAS,EQ,140.05,141.9,135,137.5,137,141.65,53345,7368171.1,06-JAN-2021,658,INE629D01012,
BARTRONICS,BZ,4.25,4.25,4.1,4.25,4.25,4.05,153590,651567.25,06-JAN-2021,123,INE855F01034,
BASF,EQ,1670,1773.95,1670,1695.6,1698,1653.15,306198,529452786.7,06-JAN-2021,18835,INE373A01013,
BASML,BE,144.95,149,140.1,144.5,147,143.1,26135,3803605.8,06-JAN-2021,223,INE186H01014,
BATAINDIA,EQ,1618,1681.95,1610,1658.3,1658,1608.2,3377267,5599731832.05,06-JAN-2021,113167,INE176A01028,
BAYERCROP,EQ,5554,5774.25,5520.85,5678.5,5690,5516.15,76687,433719189.05,06-JAN-2021,10867,INE462A01022,
BBL,EQ,900.05,914,881.3,895,897,895.55,21406,19279884.8,06-JAN-2021,2123,INE464A01028,
BBTC,EQ,1299.95,1354.7,1292,1302.95,1301.2,1296,265264,351935658.85,06-JAN-2021,15188,INE050A01025,
BBTCL,SM,55,55,54,54,54,53.5,6000,327000,06-JAN-2021,2,INE01EE01011,
BCG,EQ,8.25,8.5,8.25,8.25,8.25,8.65,4313119,35657945.1,06-JAN-2021,4515,INE425B01027,
BCONCEPTS,SM,24.5,24.8,24.5,24.8,24.8,23.65,6000,147900,06-JAN-2021,2,INE977Y01011,
BCP,BE,7.15,7.15,6.75,6.95,7,7.1,393147,2747944.6,06-JAN-2021,421,INE905P01028,
BDL,EQ,354.15,360.6,350.05,355.25,354.1,345.05,1290056,458535639.2,06-JAN-2021,28085,INE171Z01018,
BEARDSELL,EQ,10.3,10.45,9.65,9.8,9.8,10,48881,492458.3,06-JAN-2021,191,INE520H01022,
BECTORFOOD,EQ,476,481.7,461.7,464.15,464,475.85,1166890,549997612.15,06-JAN-2021,39177,INE495P01012,
BEDMUTHA,EQ,28,28.55,26.7,26.95,26.95,27.6,28764,795851.75,06-JAN-2021,346,INE844K01012,
BEL,EQ,132,135.4,129.65,133.15,133.6,131.5,24699603,3294925426.65,06-JAN-2021,85666,INE263A01024,
BEML,EQ,1010,1040,975.25,993.9,993.9,992.7,1438147,1453072118.95,06-JAN-2021,45209,INE258A01016,
BEPL,EQ,148.15,159,147.15,151.7,151.2,147.45,2080224,318380385.5,06-JAN-2021,21075,INE922A01025,
