SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,,DELIV_QTY,DELIV_PER
A2ZINFRA,EQ,10.6,10.7,10.3,10.4,10.3,10.4,118574,1236260.85,22-NOV-2022,360,INE619I01012,,89320,75.33
AAKASH,EQ,8.25,8.35,7.7,7.7,7.7,8.1,1159986,8984269.6,22-NOV-2022,1532,INE087Z01024,,662731,57.13
AAREYDRUGS,EQ,36.5,36.95,36,36.2,36.1,35.9,15995,582233.4,22-NOV-2022,189,INE198H01019,,10970,68.58
AARON,BE,158.3,160,153.55,158.35,160,158.3,2555,405388,22-NOV-2022,89,INE721Z01010,,-,-
AARTIDRUGS,EQ,465.9,466.4,459.55,461,460.45,463.95,48593,22501686.45,22-NOV-2022,2050,INE767A01016,,32359,66.59
AARTIIND,EQ,670.55,680.55,668,672.45,672.5,669.35,1251198,843837527.65,22-NOV-2022,22825,INE769A01020,,741762,59.28
AARTISURF,EQ,699,717,698,701.15,705,699,5942,4189626.9,22-NOV-2022,886,INE09EO01013,,2548,42.88
AARVEEDEN,EQ,25.25,25.65,24,24.15,24.15,24.55,13317,327302,22-NOV-2022,138,INE273D01019,,9193,69.03
AARVI,EQ,155.8,165.35,154.95,163.05,163,150.35,107342,17375778.75,22-NOV-2022,2811,INE754X01016,,58408,54.41
AAVAS,EQ,1931.55,1962.45,1916.5,1932.75,1929.5,1921.9,66567,129398682.8,22-NOV-2022,10591,INE216P01012,,31738,47.68
ABAN,EQ,46.3,47.8,46.3,46.85,46.5,46.75,101888,4786741.15,22-NOV-2022,1626,INE421A01028,,54149,53.15
ABB,EQ,3089,3115.5,3043.05,3059.45,3068,3082.95,318799,978629045.35,22-NOV-2022,39186,INE117A01022,,173250,54.34
ABBOTINDIA,EQ,19600,19770.05,19502.55,19730.8,19750,19592.5,8493,167077592.35,22-NOV-2022,3450,INE358A01014,,2886,33.98
ABCAPITAL,EQ,126.85,127.5,125.2,125.7,125.4,126.35,1459942,184292247.4,22-NOV-2022,9899,INE674K01013,,500848,34.31
ABCOTS,SM,45.55,45.55,45.55,45.55,45.55,45.55,4000,182200,22-NOV-2022,1,INE08PH01015,,4000,100.00
ABFRL,EQ,309.5,310.65,306.3,309.35,309.05,311.1,1341395,413740428,22-NOV-2022,19131,INE647O01011,,574487,42.83
ABMINTLLTD,BE,67,67,65,67,67,67,537,35959,22-NOV-2022,11,INE251C01025,,-,-
ABSLAMC,EQ,421,422.5,418,420.95,420.65,421.6,123495,51968280.45,22-NOV-2022,2022,INE404A01024,,109081,88.33
ABSLBANETF,EQ,44.27,44.27,42.32,42.42,42.39,42.31,4597,194991.77,22-NOV-2022,147,INF209KB17D5,,2555,55.58
ABSLNN50ET,EQ,44.45,44.45,43.3,43.72,43.55,43.44,465,20295.14,22-NOV-2022,39,INF209KB16D7,,438,94.19
ACC,EQ,2458,2493.95,2440.05,2460.85,2457.5,2456.75,290733,718419793.75,22-NOV-2022,17854,INE012A01025,,44548,15.32
ACCELYA,EQ,1549.95,1565.95,1540,1549,1560,1537.05,25940,40314654.9,22-NOV-2022,3620,INE793A01012,,12953,49.93
ACCORD,SM,33.5,33.5,33.5,33.5,33.5,32,2000,67000,22-NOV-2022,1,INE113X01015,,2000,100.00
ACCURACY,EQ,188.9,188.9,176,177.2,177.15,189.75,29231,5300136.65,22-NOV-2022,1207,INE648Z01015,,17812,60.94
ACE,EQ,312.2,317.6,309.15,315.55,315.8,311,323745,101474471.15,22-NOV-2022,7884,INE731H01025,,115930,35.81
ACEINTEG,EQ,74.2,74.2,67.2,67.2,67.2,70.7,60943,4404743.2,22-NOV-2022,823,INE543V01017,,36608,60.07
ACI,EQ,460.8,478,450,454.85,456,458.15,4464605,2055101912.4,22-NOV-2022,106875,INE128X01021,,1985266,44.47
ADANIENT,EQ,4001.85,4056,3988,4034,4034.9,4001.85,1705043,6874117536.9,22-NOV-2022,61621,INE423A01024,,333908,19.58
ADANIGREEN,EQ,2013.35,2020.45,1980,1986.1,1983.95,2003.3,629553,1254903984.35,22-NOV-2022,41766,INE364U01010,,217506,34.55
ADANIPORTS,EQ,871.6,885.75,870.5,882.45,881.25,871.6,5466001,4810502882.6,22-NOV-2022,69130,INE742F01042,,1596729,29.21
ADANIPOWER,BE,332,335,325,328.5,329,331.2,1318384,432698235.4,22-NOV-2022,34668,INE814H01011,,-,-
ADANITRANS,EQ,3018.1,3031.95,2851.25,2875.15,2869,3018.7,608750,1776014090.35,22-NOV-2022,38447,INE931S01010,,157559,25.88
ADFFOODS,EQ,719.2,780,714.45,751.95,751,714.4,100162,76484228.85,22-NOV-2022,5219,INE982B01019,,29908,29.86
ADL,BE,61.5,61.9,59,59,59,59.9,406,24244.05,22-NOV-2022,23,INE0CHO01012,,-,-
ADORWELD,EQ,860,869.95,840.7,844.5,847.9,864.2,7449,6388387,22-NOV-2022,1056,INE045A01017,,5659,75.97
ADROITINFO,EQ,19.8,20.45,18.85,19.15,19.3,19.8,45410,875741.6,22-NOV-2022,297,INE737B01033,,32087,70.66
ADSL,EQ,106.9,107.75,102,103.35,103.3,105.8,113566,11906889.75,22-NOV-2022,2371,INE102I01027,,62287,54.85
ADVANIHOTR,EQ,78.8,80.3,78.3,78.45,78.5,79.35,22079,1743836.45,22-NOV-2022,480,INE199C01026,,16450,74.51
ADVENZYMES,EQ,272.9,275.5,271.45,273.05,272.7,272.8,30596,8358595.8,22-NOV-2022,2155,INE837H01020,,18823,61.52
AEGISCHEM,EQ,320.05,327.9,317.05,319,318.2,318.65,319361,102701923.7,22-NOV-2022,10557,INE208C01025,,103627,32.45
AETHER,EQ,927,949,916.3,921.15,924.5,921.2,92795,86329088.25,22-NOV-2022,5263,INE0BWX01014,,37549,40.46
AFFLE,EQ,1264.65,1272.4,1230,1234.9,1235,1260.35,113991,142168604.65,22-NOV-2022,10239,INE00WC01027,,55935,49.07
AGARIND,EQ,638.3,639.85,625.8,629.65,626.65,638.5,28123,17850653.3,22-NOV-2022,3244,INE204E01012,,14708,52.30
AGI,EQ,287.75,295.3,280.5,285.6,286,286.95,162886,46910850.2,22-NOV-2022,6829,INE415A01038,,60222,36.97
AGNI,SM,24.6,25.8,24.6,25.8,25.8,24.6,60000,1527500,22-NOV-2022,6,INE0LF301013,,60000,100.00
AGRITECH,EQ,93.1,96.55,93.05,96.15,96.35,93.55,3374,322005.2,22-NOV-2022,253,INE449G01018,,1482,43.92
AGROPHOS,EQ,38.85,38.85,37.1,37.35,37.25,37.9,41287,1556946.5,22-NOV-2022,434,INE740V01019,,15564,37.70
AGSTRA,EQ,74.85,75.45,74.15,74.4,74.45,74.7,112457,8387762.9,22-NOV-2022,1659,INE583L01014,,66043,58.73
AHLADA,BE,102,103.5,99,103,103,103.5,7273,729441.65,22-NOV-2022,73,INE00PV01013,,-,-
AHLEAST,BE,113.55,116.45,109.15,111.1,112.05,113.55,12962,1463130.85,22-NOV-2022,169,INE926K01017,,-,-
AHLUCONT,EQ,442.9,446,436.9,442.1,440.15,443.45,26913,11875030.3,22-NOV-2022,1842,INE758C01029,,10601,39.39
AIAENG,EQ,2717.35,2743.95,2681.3,2723.9,2716,2703.8,34809,94428421.55,22-NOV-2022,8900,INE212H01026,,18777,53.94
AILIMITED,SM,29.9,29.9,29.9,29.9,29.9,28.5,6000,179400,22-NOV-2022,2,INE0CAJ01017,,6000,100.00
AIRAN,EQ,17,17.2,16.9,17.05,17,16.95,56907,972404.25,22-NOV-2022,393,INE645W01026,,36443,64.04
AIROLAM,EQ,80,96.05,80,93.95,92.1,80.05,480752,44731889.1,22-NOV-2022,5762,INE801L01010,,95728,19.91
AIRTELPP,E1,480,480,466.25,468.85,468.15,474.7,84755,39982800.15,22-NOV-2022,1859,IN9397D01014,,46918,55.36
AJANTPHARM,EQ,1226.1,1282.7,1183.55,1221.95,1221.7,1229.25,52454,64176589.8,22-NOV-2022,6387,INE031B01049,,14995,28.59
AJMERA,EQ,279.7,289.9,277.15,286.7,287.1,278.65,50330,14274394.8,22-NOV-2022,2081,INE298G01027,,24888,49.45
AJOONI,EQ,8.2,8.2,7.85,8.05,8,7.95,1615842,12979559,22-NOV-2022,565,INE820Y01021,,834126,51.62
AJRINFRA,EQ,1.45,1.5,1.4,1.45,1.45,1.45,324700,471159.45,22-NOV-2022,317,INE181G01025,,276401,85.13
AKASH,EQ,35.55,35.55,33.5,33.8,34.15,34.05,15848,541994.05,22-NOV-2022,173,INE737W01013,,11708,73.88
AKG,BE,61,61.35,56.25,58.6,58.65,58.5,29967,1769570.25,22-NOV-2022,62,INE00Y801016,,-,-
AKSHAR,EQ,49.7,49.7,49.7,49.7,49.7,47.35,28343,1408647.1,22-NOV-2022,87,INE256Z01017,,28343,100.00
AKSHARCHEM,EQ,317.85,319.45,305.25,308.4,307.85,313.25,6554,2051565.3,22-NOV-2022,782,INE542B01011,,2804,42.78
AKSHOPTFBR,EQ,10.15,10.4,10,10.15,10.15,10.15,277181,2821460.4,22-NOV-2022,500,INE523B01011,,208271,75.14
AKZOINDIA,EQ,2355,2399.9,2325,2351.75,2355,2351.75,22848,53392153.05,22-NOV-2022,2465,INE133A01011,,19192,84.00
ALANKIT,EQ,11.15,11.45,11,11.1,11.15,11.05,144115,1621504.5,22-NOV-2022,522,INE914E01040,,85436,59.28
ALBERTDAVD,EQ,590,602,583.95,593.25,594.9,595.3,3024,1799219.2,22-NOV-2022,251,INE155C01010,,2169,71.73
ALEMBICLTD,EQ,74,74.45,72.5,72.95,73.15,74.1,118812,8687189.8,22-NOV-2022,1669,INE426A01027,,62793,52.85
ALICON,EQ,1076.95,1098.95,1030.6,1041.2,1038,1067.9,42738,45615820.95,22-NOV-2022,4619,INE062D01024,,16302,38.14
ALKALI,EQ,120.2,120.95,115,115.45,116,119.4,50195,5891400.85,22-NOV-2022,1322,INE773I01017,,27598,54.98
ALKEM,EQ,3090,3099.75,3050,3088.6,3090.9,3084.35,34908,107459238.4,22-NOV-2022,6926,INE540L01014,,12798,36.66
ALKYLAMINE,EQ,2784,2882,2784,2867.3,2880,2780.7,36525,103771755.6,22-NOV-2022,6101,INE150B01039,,13606,37.25
ALLCARGO,EQ,467.55,481.3,462.2,469.9,469.05,469.65,637861,301064934.25,22-NOV-2022,16915,INE418H01029,,159844,25.06
ALLSEC,EQ,452,461,452,456.85,459,454.75,9239,4209029.4,22-NOV-2022,654,INE835G01018,,7204,77.97
ALMONDZ,EQ,76.25,76.8,74.3,75.5,75.35,74.8,6687,507645.3,22-NOV-2022,179,INE326B01027,,3167,47.36
ALOKINDS,BE,15.3,15.3,14.95,15,15,15.15,1869423,28128511.65,22-NOV-2022,4290,INE270A01029,,-,-
ALPA,EQ,61.5,63.45,53.2,53.8,54.25,59.15,488701,28539161.75,22-NOV-2022,6295,INE385I01010,,182888,37.42
ALPHAGEO,EQ,270.2,278,265.3,275.15,278,272,14213,3864133.35,22-NOV-2022,613,INE137C01018,,11046,77.72
ALPSINDUS,EQ,2.25,2.25,2.1,2.25,2.25,2.15,41223,92045.95,22-NOV-2022,62,INE093B01015,,39403,95.58
AMARAJABAT,EQ,630,645,627.15,642.05,642,630.65,1676257,1073267153.7,22-NOV-2022,38333,INE885A01032,,473772,28.26
AMBER,EQ,2041.9,2041.9,1980.5,1986.5,1987,2031.7,65324,130286324.25,22-NOV-2022,8041,INE371P01015,,40741,62.37
AMBICAAGAR,BE,29.45,29.45,28.15,28.35,28.5,29,26707,759991.85,22-NOV-2022,137,INE792B01012,,-,-
AMBIKCO,EQ,1527.25,1527.25,1488.3,1500.7,1498,1515.3,13590,20422723.95,22-NOV-2022,3023,INE540G01014,,7007,51.56
AMBUJACEM,EQ,564,578.45,560.5,565.85,566.9,564.05,7405911,4222114450.35,22-NOV-2022,129582,INE079A01024,,2467736,33.32
AMDIND,BE,57.8,59,55.5,55.5,55.5,58.4,51677,2934011.4,22-NOV-2022,553,INE005I01014,,-,-
AMEYA,SM,52.5,52.5,52,52,52,54.5,16000,834400,22-NOV-2022,4,INE0KT901015,,16000,100.00
AMIABLE,ST,133,133,133,133,133,139.95,8000,1064000,22-NOV-2022,5,INE0MTP01013,,8000,100.00
AMIORG,EQ,885,891,883.55,886.25,887.35,885.35,21459,19015038.35,22-NOV-2022,1746,INE00FF01017,,8677,40.44
AMJLAND,EQ,28,28.55,26.75,27.05,27.15,28.55,56223,1539638.1,22-NOV-2022,383,INE606A01024,,35561,63.25
AMJUMBO,ST,25.8,25.8,24.05,24.05,24.05,25.3,24000,605200,22-NOV-2022,2,INE749Y01014,,24000,100.00
AMRUTANJAN,EQ,705.3,708.65,700,701.75,704,707.3,23075,16238259.8,22-NOV-2022,2901,INE098F01031,,14236,61.69
ANANDRATHI,EQ,702.05,710,702.05,706.65,704,704.05,17720,12521229.45,22-NOV-2022,1844,INE463V01026,,10812,61.02
ANANTRAJ,EQ,102.65,106.5,101.05,101.75,102.55,102.2,2139326,221528411.35,22-NOV-2022,20798,INE242C01024,,903136,42.22
ANDHRAPAP,EQ,434.9,434.9,423.8,429.85,431.3,427.85,48105,20612913.55,22-NOV-2022,2409,INE435A01028,,23829,49.54
ANDHRSUGAR,EQ,128.05,130.1,128,128.8,129,128.3,58081,7477578.15,22-NOV-2022,1951,INE715B01021,,34550,59.49
ANDREWYU,EQ,22.9,23.25,22.6,22.7,22.6,22.75,228761,5248530.65,22-NOV-2022,918,INE449C01025,,145181,63.46
ANGELONE,EQ,1485.9,1513.85,1457.15,1471.1,1475,1485.2,258774,384287885.95,22-NOV-2022,13895,INE732I01013,,104083,40.22
ANIKINDS,EQ,36.5,39.4,35.4,38.6,38.9,36.5,119767,4558042.75,22-NOV-2022,1071,INE087B01017,,62762,52.40
ANKITMETAL,EQ,6,6,5.75,5.85,5.9,5.9,75971,443678.45,22-NOV-2022,303,INE106I01010,,58413,76.89
ANMOL,EQ,162.95,162.95,157.55,159.75,158.55,159.85,6128,984900.25,22-NOV-2022,287,INE02AR01019,,2633,42.97
ANNAPURNA,SM,144.1,144.1,140,140.65,141.85,147,60000,8513200,22-NOV-2022,30,INE0MGM01017,,40000,66.67
ANSALAPI,BE,21.55,21.55,21.55,21.55,21.55,22.65,63505,1368532.75,22-NOV-2022,82,INE436A01026,,-,-
ANTGRAPHIC,EQ,0.8,0.8,0.75,0.8,0.75,0.8,1134015,856565.3,22-NOV-2022,324,INE414B01021,,798301,70.40
ANUP,EQ,872.55,884,858,865.05,868.85,863.95,9403,8197015.95,22-NOV-2022,1772,INE294Z01018,,4975,52.91
ANURAS,EQ,732,732,726.8,728.5,727,730.85,29169,21258659.5,22-NOV-2022,1897,INE930P01018,,16539,56.70
APARINDS,EQ,1528.5,1530,1432.05,1486.3,1510,1520.3,172529,253361999.9,22-NOV-2022,20163,INE372A01015,,82554,47.85
APCL,EQ,218,223.9,218,220.4,221,220.9,18040,3994323.05,22-NOV-2022,493,INE071F01012,,11925,66.10
APCOTEXIND,EQ,483,497.05,481.55,487.1,486,485.7,56888,27833488.05,22-NOV-2022,4071,INE116A01032,,24465,43.01
APEX,EQ,266.95,269,261,267.75,267,262.1,33952,9020539.2,22-NOV-2022,1799,INE346W01013,,16701,49.19
APLAPOLLO,EQ,1106.8,1144.8,1105.5,1123.95,1130.1,1101.3,562963,636173367,22-NOV-2022,26231,INE702C01027,,250540,44.50
APLLTD,EQ,621.2,625.85,613.05,615.2,613.75,625,99057,61140618,22-NOV-2022,3019,INE901L01018,,68460,69.11
APOLLO,BE,248,252,245,245.55,245,247.2,41978,10378621.55,22-NOV-2022,728,INE713T01010,,-,-
APOLLOHOSP,EQ,4420.95,4480,4380,4469.8,4479,4418.85,310657,1378211459.95,22-NOV-2022,30305,INE437A01024,,128674,41.42
APOLLOPIPE,EQ,479,479.1,472.25,476.25,478,475,23226,11041746.45,22-NOV-2022,1363,INE126J01016,,16761,72.16
APOLLOTYRE,EQ,280.45,286,279.5,284.4,283,280.45,4001103,1136274731.6,22-NOV-2022,37285,INE438A01022,,1210374,30.25
APOLSINHOT,EQ,1415.1,1415.1,1343.9,1345.9,1343.9,1414.6,2372,3241484.1,22-NOV-2022,298,INE451F01024,,1647,69.44
APTECHT,EQ,318.1,323.65,318.1,320.25,319.05,318.3,53908,17273918.85,22-NOV-2022,2882,INE266F01018,,15235,28.26
APTUS,EQ,318.85,322.65,311.05,312.75,313,314.9,175330,55151599.85,22-NOV-2022,7039,INE852O01025,,80703,46.03
ARCHIDPLY,EQ,70.95,70.95,69.2,70.3,70.5,70.1,14111,988190.15,22-NOV-2022,424,INE877I01016,,9847,69.78
ARCHIES,EQ,23.5,24.2,22.55,23.45,23.4,24.8,586766,13732466.1,22-NOV-2022,2698,INE731A01020,,332373,56.64
ARENTERP,EQ,34.95,34.95,32.55,33.25,32.55,33.15,1076,35768.1,22-NOV-2022,68,INE610C01014,,776,72.12
ARIES,EQ,132.05,133.5,129.65,130.6,130.2,131.35,10061,1317984.05,22-NOV-2022,384,INE298I01015,,6413,63.74
ARIHANTCAP,EQ,69.35,69.35,66.5,67.55,67.5,68,153273,10327208.6,22-NOV-2022,780,INE420B01036,,35156,22.94
ARIHANTSUP,EQ,221.2,224.9,216,218.15,217.4,221.1,29228,6411631.75,22-NOV-2022,1084,INE643K01018,,15874,54.31
ARMANFIN,EQ,1549.35,1565.05,1484,1491.5,1486.5,1538.7,5502,8376024.1,22-NOV-2022,1246,INE109C01017,,2880,52.34
AROGRANITE,EQ,45.15,45.85,43.65,43.95,43.75,45.1,33193,1470631.15,22-NOV-2022,399,INE210C01013,,21568,64.98
ARROWGREEN,BE,131,139,131,136.8,135,136.9,10100,1367767.85,22-NOV-2022,171,INE570D01018,,-,-
ARSHIYA,EQ,9.15,9.95,9.05,9.95,9.95,9.5,1210474,11623977.35,22-NOV-2022,1128,INE968D01022,,695569,57.46
ARSSINFRA,BE,21.65,21.65,20.7,20.75,20.7,20.95,4624,96953.3,22-NOV-2022,21,INE267I01010,,-,-
ARTEMISMED,EQ,71.2,74.9,70.8,73.35,73.3,71.15,89965,6557396.35,22-NOV-2022,1092,INE025R01021,,52434,58.28
ARTNIRMAN,EQ,65,71,65,65.65,65,67.65,22389,1513286.75,22-NOV-2022,314,INE738V01013,,14757,65.91
ARVEE,EQ,95.95,98.9,92.1,97.75,98.2,92.25,1726,165013.9,22-NOV-2022,93,INE006Z01016,,979,56.72
ARVIND,EQ,91.55,92.25,90.15,90.35,90.5,91.15,378636,34398802.45,22-NOV-2022,3791,INE034A01011,,198356,52.39
ARVINDFASN,EQ,348.8,350,333.05,335.95,336.6,346.5,298979,101936377.05,22-NOV-2022,18470,INE955V01021,,136684,45.72
ARVSMART,EQ,256.15,260.35,246.75,250.15,250.3,255.8,69322,17492823.75,22-NOV-2022,2910,INE034S01021,,42309,61.03
ASAHIINDIA,EQ,623.5,624,613,618,619.35,622.8,102037,63007818.1,22-NOV-2022,6398,INE439A01020,,41448,40.62
ASAHISONG,EQ,277,277.5,272.5,275.1,276.25,273.95,3478,953557.05,22-NOV-2022,261,INE228I01012,,2304,66.24
ASAL,EQ,396,396,386,388.5,390,391.7,12917,5035204,22-NOV-2022,1002,INE900C01027,,8563,66.29
ASALCBR,EQ,438.05,438.05,431,431.3,432.5,434.25,18483,8001087.95,22-NOV-2022,2005,INE073G01016,,12407,67.13
ASCOM,SM,91.95,91.95,91.95,91.95,91.95,87.6,2000,183900,22-NOV-2022,1,INE08KD01015,,2000,100.00
ASHAPURMIN,EQ,80,80.5,79,79.65,79,79.55,72404,5771235.2,22-NOV-2022,1301,INE348A01023,,51831,71.59
ASHIANA,EQ,148.65,151.85,146.7,150.65,149.25,147.9,28279,4250532.65,22-NOV-2022,1084,INE365D01021,,14519,51.34
ASHIMASYN,EQ,14.1,14.15,13.8,13.95,14.05,14.1,19068,266714.1,22-NOV-2022,123,INE440A01010,,13775,72.24
ASHOKA,EQ,72.35,73,72.3,72.5,72.7,71.95,362663,26353650.4,22-NOV-2022,2382,INE442H01029,,203570,56.13
ASHOKLEY,EQ,143.9,145.25,142.4,144.1,144.35,143.7,9316293,1342548358.7,22-NOV-2022,32867,INE208A01029,,4456384,47.83
ASIANENE,EQ,70.5,70.5,67.15,68,68,69.95,60453,4153198.45,22-NOV-2022,1036,INE276G01015,,37199,61.53
ASIANHOTNR,EQ,89.8,89.8,87.6,88.4,88.5,88.9,4644,409743.45,22-NOV-2022,240,INE363A01022,,2634,56.72
ASIANPAINT,EQ,3104,3119.5,3072.3,3103.85,3104.8,3095.3,764079,2372739785.6,22-NOV-2022,58127,INE021A01026,,363454,47.57
ASIANTILES,EQ,51.45,51.45,49.9,50.1,50.1,50.65,381604,19168003.6,22-NOV-2022,2589,INE022I01019,,260492,68.26
ASPINWALL,EQ,207.3,213.15,207.05,208.1,207.1,213.75,4326,907645.75,22-NOV-2022,272,INE991I01015,,2493,57.63
ASTEC,EQ,2169.45,2174.95,2113.25,2144.8,2135,2169.45,11188,23943542.65,22-NOV-2022,3638,INE563J01010,,4975,44.47
ASTERDM,EQ,223,225.8,220.3,221.8,221.45,223,247004,55220689.4,22-NOV-2022,5437,INE914M01019,,79855,32.33
ASTRAL,EQ,1885.1,1907,1870,1897.85,1904.1,1889.4,206849,390267670.15,22-NOV-2022,20183,INE006I01046,,85655,41.41
ASTRAMICRO,EQ,329.85,330.05,322.5,325.2,323.9,328.3,324404,105505337.35,22-NOV-2022,7485,INE386C01029,,186253,57.41
ASTRAZEN,EQ,3175,3270,3175,3251.25,3240.25,3249.7,8527,27573544.8,22-NOV-2022,1706,INE203A01020,,4300,50.43
ASTRON,EQ,34.05,34.45,33.6,33.65,33.6,33.95,34919,1186898.45,22-NOV-2022,350,INE646X01014,,18394,52.68
ATALREAL,SM,62.1,64.7,62.1,63.75,64,63.9,177600,11230080,22-NOV-2022,29,INE0ALR01011,,72000,40.54
ATFL,EQ,760,767.95,756,758.15,756.4,765.5,2339,1778076.2,22-NOV-2022,410,INE209A01019,,1463,62.55
ATGL,EQ,3661,3685,3581,3671.4,3675,3661,164102,597701636.65,22-NOV-2022,19571,INE399L01023,,52538,32.02
ATLANTA,BE,16.85,16.85,16.85,16.85,16.85,17.15,13926,234653.1,22-NOV-2022,49,INE285H01022,,-,-
ATUL,EQ,8120,8144.75,8002,8022.4,8005,8113.3,15732,126559753.1,22-NOV-2022,2487,INE100A01010,,8437,53.63
ATULAUTO,EQ,314.55,320,303.1,312.55,312.35,312.15,272908,84795517.7,22-NOV-2022,8720,INE951D01028,,86749,31.79
AUBANK,EQ,618.15,621.3,610.15,617.75,617,615.05,613966,377734860,22-NOV-2022,19105,INE949L01017,,230342,37.52
AURDIS,SM,135.25,135.25,135.25,135.25,135.25,142.35,2000,270500,22-NOV-2022,1,INE448V01019,,2000,100.00
AURIONPRO,EQ,345,346.65,337.9,338.65,338.05,341.95,20386,6954925.45,22-NOV-2022,1511,INE132H01018,,11441,56.12
AUROPHARMA,EQ,463.9,467.5,459,460.75,460.75,463.85,1095229,505217852.15,22-NOV-2022,19293,INE406A01037,,406906,37.15
AURUM,BE,122.1,126.4,122.1,123.5,124,125,17692,2188012.6,22-NOV-2022,216,INE898S01029,,-,-
AURUMPP,X1,65.95,65.95,63.55,65.1,65.2,65,5310,344185.7,22-NOV-2022,24,IN9898S01019,,5310,100.00
