SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
AMBUJACEM,EQ,222.35,229.85,219.5,220.55,221.35,224.1,7167694,1602649822.25,25-APR-2019,48333,INE079A01024,
AMDIND,EQ,21.35,21.7,20.45,20.7,20.6,20.9,4521,93730.4,25-APR-2019,67,INE005I01014,
AMJLAND,EQ,19.45,20.25,19.25,19.7,19.65,19.25,4426,87384.8,25-APR-2019,38,INE606A01024,
AMJUMBO,SM,49.6,49.6,49.6,49.6,49.6,48,2000,99200,25-APR-2019,1,INE749Y01014,
AMRUTANJAN,EQ,303.45,307,300.1,301,301.95,303.5,16588,5029210.05,25-APR-2019,705,INE098F01031,
ANANTRAJ,EQ,32.45,32.45,31.4,31.5,31.7,31.95,148638,4724000.5,25-APR-2019,602,INE242C01024,
ANDHRABANK,EQ,27.7,27.85,27.3,27.35,27.35,27.6,556579,15345100.8,25-APR-2019,1588,INE434A01013,
ANDHRACEMT,BE,4.7,4.7,4.5,4.6,4.6,4.55,51980,239866.2,25-APR-2019,116,INE666E01012,
ANDHRSUGAR,EQ,351.85,364.45,351.8,354.2,355,353.65,35093,12605717.45,25-APR-2019,1287,INE715B01013,
ANGIND,BZ,0.9,0.95,0.85,0.95,0.95,0.9,4420,3955.1,25-APR-2019,15,INE017D01010,
ANIKINDS,EQ,14.85,15,14.7,14.9,14.9,14.85,869,12914.2,25-APR-2019,24,INE087B01017,
ANKITMETAL,BE,0.55,0.55,0.5,0.55,0.55,0.55,18531,10106.8,25-APR-2019,18,INE106I01010,
ANSALAPI,EQ,11,11.15,10.85,10.9,10.9,11,23036,252905.15,25-APR-2019,106,INE436A01026,
ANSALHSG,EQ,12.2,12.3,11.8,11.95,12,12.1,39653,477321.05,25-APR-2019,148,INE880B01015,
ANTGRAPHIC,BE,0.8,0.8,0.7,0.8,0.8,0.75,63259,47480.6,25-APR-2019,51,INE414B01021,
ANUP,EQ,481.2,485.35,475.05,479.15,475.7,481.2,52917,25376553.65,25-APR-2019,2608,INE294Z01018,
APARINDS,EQ,678,680.1,667.1,670.2,667.1,680.8,1929,1301274.35,25-APR-2019,298,INE372A01015,
APCL,EQ,135.5,160,132.6,143.45,147,134.95,28168,4195337.4,25-APR-2019,742,INE071F01012,
APCOTEXIND,EQ,542,544.6,536.65,540.6,542.5,542.05,7237,3908972.4,25-APR-2019,351,INE116A01024,
APEX,EQ,321,325.9,316.45,318.45,317,319.9,42589,13609262.15,25-APR-2019,1497,INE346W01013,
APLAPOLLO,EQ,1589.95,1605,1550.1,1562.3,1580,1589.95,10247,16200140.55,25-APR-2019,983,INE702C01019,
APLLTD,EQ,529.95,536.1,529.95,533.2,533.85,530.3,17796,9492064.4,25-APR-2019,1014,INE901L01018,
APOLLO,EQ,131.5,131.5,128,129.65,130,129.7,12434,1611545.8,25-APR-2019,342,INE713T01010,
APOLLOHOSP,EQ,1232,1259.8,1230.05,1246.25,1245.05,1228.8,360981,449628790.85,25-APR-2019,19343,INE437A01024,
APOLLOTYRE,EQ,209.45,211.3,207.55,209.05,209,209,3218763,672608738.2,25-APR-2019,33680,INE438A01022,
APOLSINHOT,EQ,964.75,964.75,922,927.2,930,942.3,1469,1384605,25-APR-2019,130,INE451F01024,
APTECHT,EQ,167,168.7,163.6,163.9,163.8,167,84367,13983773.95,25-APR-2019,1861,INE266F01018,
ARCHIDPLY,EQ,38,38.5,37,37.25,37.05,37.6,13705,512751.5,25-APR-2019,239,INE877I01016,
ARCHIES,EQ,22.6,23,22.5,22.8,22.8,22.65,19369,441688.1,25-APR-2019,172,INE731A01020,
ARCOTECH,BE,5.2,5.25,4.95,5,4.95,5.2,55588,278761,25-APR-2019,148,INE574I01035,
ARIES,EQ,83.8,84.6,82.5,82.75,83.3,83.8,11525,960359.1,25-APR-2019,173,INE298I01015,
ARIHANT,EQ,27,28,26.95,27,27,28.3,182,4922.4,25-APR-2019,8,INE413D01011,
ARIHANTSUP,BE,57.5,59.75,56.3,59.05,59.5,59.25,15778,935399.85,25-APR-2019,73,INE643K01018,
ARMANFIN,EQ,357,357.95,353.5,355.2,356,356.85,1231,438191.4,25-APR-2019,29,INE109C01017,
AROGRANITE,EQ,50.75,51.95,48.6,50.95,50.85,50.2,12222,618888.2,25-APR-2019,234,INE210C01013,
ARROWGREEN,EQ,81.95,81.95,73.5,74.8,74,74.8,8428,633258.75,25-APR-2019,135,INE570D01018,
ARROWTEX,EQ,19.5,19.5,18.2,18.5,18.45,19.15,7845,146943.5,25-APR-2019,84,INE933J01015,
ARSHIYA,EQ,30.2,31.05,30.05,30.95,31.05,30.6,20465,630779.45,25-APR-2019,155,INE968D01022,
ARSSINFRA,BE,55.65,55.65,50.4,55.45,55,53,21161,1123337.3,25-APR-2019,168,INE267I01010,
ARTEDZ,SM,36,36,35.95,36,36,37.3,273000,9827850,25-APR-2019,16,INE00CO01016,
ARVIND,EQ,87.2,89.3,86.7,87.65,88,88.3,1390025,122156740.8,25-APR-2019,8059,INE034A01011,
ARVINDFASN,EQ,964,968,958,965.1,965.95,959.95,34780,33436619.45,25-APR-2019,3287,INE955V01021,
ARVSMART,EQ,125.55,126,123.35,124.15,123.35,125.55,3526,440483.45,25-APR-2019,173,INE034S01021,
ASAHIINDIA,EQ,240,246,238.05,239.75,240,241.6,29120,7012180.95,25-APR-2019,510,INE439A01020,
ASAHISONG,EQ,151,154.75,149,153.45,154,152.1,3162,482605.1,25-APR-2019,95,INE228I01012,
ASAL,EQ,54.4,62.85,53.55,59.05,59,52.95,351902,20964795.05,25-APR-2019,3772,INE900C01027,
ASHAPURMIN,BE,26.3,26.7,25.5,25.55,25.5,26.55,15880,409721.3,25-APR-2019,78,INE348A01023,
ASHIANA,EQ,120.5,124,118.65,122.05,124,119.7,51392,6214822.05,25-APR-2019,430,INE365D01021,
ASHIMASYN,EQ,11.45,11.85,11.4,11.6,11.6,11.45,12613,145175.1,25-APR-2019,49,INE440A01010,
ASHOKA,EQ,130.9,130.9,128.55,129.05,129.25,129.8,32973,4262972.35,25-APR-2019,813,INE442H01029,
ASHOKLEY,EQ,91.45,92.5,89.55,89.85,89.75,91.25,23972672,2176862584.55,25-APR-2019,73565,INE208A01029,
ASIANHOTNR,EQ,132.05,136,130.35,135.7,135.95,133.65,306,40876.2,25-APR-2019,33,INE363A01022,
ASIANPAINT,EQ,1450,1460,1438.1,1447.95,1449,1450.05,1161847,1685225922.75,25-APR-2019,58032,INE021A01026,
ASIANTILES,EQ,194.65,197,189.5,191.15,191,193.5,38489,7437540.3,25-APR-2019,759,INE022I01019,
ASLIND,SM,15.9,15.9,15.9,15.9,15.9,16.7,4000,63600,25-APR-2019,1,INE617I01024,
ASPINWALL,EQ,155.2,159.9,152.2,157.85,156,152.9,1202,187402.25,25-APR-2019,22,INE991I01015,
ASSAMCO,BE,2.05,2.15,1.95,2.15,2.15,2.05,372428,749702.75,25-APR-2019,143,INE442A01024,
ASTEC,EQ,516.55,522.1,510.55,512.7,510.55,516.5,4576,2366117.95,25-APR-2019,231,INE563J01010,
ASTERDM,EQ,149.05,150.7,148.25,148.65,148.5,149.25,17405,2595404.25,25-APR-2019,875,INE914M01019,
ASTRAL,EQ,1240,1240,1208,1212.7,1215,1234.1,9188,11215377.6,25-APR-2019,1343,INE006I01046,
ASTRAMICRO,EQ,93,94.7,91.6,92,92.45,92.8,111978,10422596,25-APR-2019,862,INE386C01029,
ASTRAZEN,EQ,2255.1,2272,2245,2267.55,2271.75,2251.45,5120,11582053,25-APR-2019,943,INE203A01020,
ASTRON,EQ,100.55,101.5,98.8,99.25,99,100.65,335700,33700192,25-APR-2019,1575,INE646X01014,
ATFL,EQ,584.9,584.9,578.95,580.05,579.7,580.1,36772,21328518.3,25-APR-2019,486,INE209A01019,
ATLANTA,EQ,18,18.5,17.95,18.15,17.95,18.3,19974,362280.35,25-APR-2019,409,INE285H01022,
ATLASCYCLE,BE,61,64.5,61,63.1,64.5,62.2,2979,186872.8,25-APR-2019,51,INE446A01025,
ATUL,EQ,3499.95,3529.95,3435,3450.25,3465,3478.75,7304,25489437.15,25-APR-2019,1032,INE100A01010,
ATULAUTO,EQ,329,329,321.25,325.15,325,326.9,9138,2968494.3,25-APR-2019,590,INE951D01028,
AUBANK,EQ,608,629.8,608,625.1,621.7,610.85,646109,402651738.9,25-APR-2019,12758,INE949L01017,
AURDIS,SM,28.6,28.6,28.6,28.6,28.6,30,12000,343200,25-APR-2019,2,INE448V01019,
AURIONPRO,EQ,149.8,149.95,147.05,149.15,149.5,149,11388,1695418.05,25-APR-2019,227,INE132H01018,
AUROPHARMA,EQ,786,815,785.1,795.55,800,785.3,4568333,3665499945.45,25-APR-2019,90315,INE406A01037,
AUSOMENT,EQ,36.4,37.8,36.05,36.5,36.5,36.55,1132,41307.35,25-APR-2019,16,INE218C01016,
AUTOAXLES,EQ,1206,1212.85,1185.25,1193.85,1191.4,1212.35,2611,3131954.55,25-APR-2019,335,INE449A01011,
AUTOIND,EQ,49.9,51.85,48.4,48.75,48.4,49.05,11011,539685.1,25-APR-2019,115,INE718H01014,
AUTOLITIND,EQ,37.25,38,36.6,37.65,37.1,36.8,1469,55205.65,25-APR-2019,20,INE448A01013,
AVADHSUGAR,EQ,439.4,468.9,439.4,450.8,452.05,441.6,64246,29473383.5,25-APR-2019,2733,INE349W01017,
AVANTIFEED,EQ,390.9,397.95,385.1,387.05,387.35,389.6,198999,77819764,25-APR-2019,5431,INE871C01038,
AVTNPL,EQ,24.55,24.9,24.5,24.65,24.5,24.55,11946,295578.35,25-APR-2019,88,INE488D01021,
AXISBANK,EQ,754,758.55,738.55,740.9,741.3,752.85,10282068,7690814958.5,25-APR-2019,134676,INE238A01034,
AXISCADES,EQ,54.6,57.35,53.7,54,54.2,54.6,36954,2024540.25,25-APR-2019,764,INE555B01013,
AXISGOLD,EQ,2789.95,2799.8,2780,2798.05,2797,2780.4,271,757975.35,25-APR-2019,43,INF846K01347,
AXISNIFTY,EQ,1200,1234,1015,1157.66,1015,1188.87,106,125269.52,25-APR-2019,23,INF846K01ZL0,
AYMSYNTEX,EQ,37.5,38,36.15,37.65,37,38,1991,74393.1,25-APR-2019,51,INE193B01039,
BAFNAPHARM,EQ,9.3,9.5,9.15,9.3,9.2,9.35,3076,28772.75,25-APR-2019,71,INE878I01014,
BAGFILMS,EQ,4.7,4.75,4.6,4.65,4.6,4.65,30880,144559.1,25-APR-2019,100,INE116D01028,
BAJAJ-AUTO,EQ,3073.95,3110,3027.6,3088.05,3095,3075.8,509586,1564412952.95,25-APR-2019,27626,INE917I01010,
BAJAJCON,EQ,329,334.5,328.1,330.95,331,330.55,39858,13220338.7,25-APR-2019,2402,INE933K01021,
BAJAJELEC,EQ,564.7,572.8,562.8,568.9,570,563.45,119404,67881150.1,25-APR-2019,6185,INE193E01025,
BAJAJFINSV,EQ,7663.5,7735.95,7625,7669.5,7671,7637.95,288510,2212054737.3,25-APR-2019,20652,INE918I01018,
BAJAJHIND,EQ,8.35,9.2,8.3,8.85,8.85,8.35,3513411,31081847.5,25-APR-2019,3282,INE306A01021,
BAJAJHLDNG,EQ,3326.9,3328,3251.25,3272.1,3265,3300.45,27350,90140067.8,25-APR-2019,2939,INE118A01012,
BAJFINANCE,EQ,3099.8,3114.4,3072.65,3081,3081.95,3093.05,1240564,3837301279.55,25-APR-2019,50358,INE296A01024,
BALAJITELE,EQ,76.6,78.9,76.05,78,78,76.55,26835,2067228.45,25-APR-2019,499,INE794B01026,
BALAMINES,EQ,452,469,449.1,451.75,454.85,451.25,41053,18837173.75,25-APR-2019,2243,INE050E01027,
BALAXI,BE,86.4,86.4,86.4,86.4,86.4,82.3,421,36374.4,25-APR-2019,7,INE618N01014,
BALKRISHNA,EQ,37.25,37.95,36.2,36.7,37,37.15,1672,62157.25,25-APR-2019,52,INE875R01011,
BALKRISIND,EQ,955.7,969.65,932,935.7,933.4,952.45,344961,328670838.55,25-APR-2019,12529,INE787D01026,
BALLARPUR,EQ,2.6,2.65,2.55,2.65,2.65,2.55,1116238,2939574.35,25-APR-2019,474,INE294A01037,
BALMLAWRIE,EQ,178.4,178.4,175,175.7,176.25,176.6,25223,4442474.3,25-APR-2019,526,INE164A01016,
BALPHARMA,EQ,71.6,71.65,70,70.25,70.2,70.35,3707,262011.7,25-APR-2019,101,INE083D01012,
BALRAMCHIN,EQ,141,149.9,140.6,145.9,146.75,141.1,3051308,449063441.65,25-APR-2019,36400,INE119A01028,
BANARBEADS,EQ,47.55,50,43.55,44.45,43.75,47.55,7334,332192.2,25-APR-2019,239,INE655B01011,
BANARISUG,EQ,1458.95,1474.9,1411.25,1423.65,1411.25,1442.2,1272,1844053.7,25-APR-2019,174,INE459A01010,
BANCOINDIA,EQ,153.75,155.85,151.5,152.05,151.5,154.75,17550,2685804.25,25-APR-2019,560,INE213C01025,
BANDHANBNK,EQ,607,613,587.3,590.45,592,605.5,957629,576401636.3,25-APR-2019,25857,INE545U01014,
BANG,EQ,38,41,37.3,40.35,39.6,37.95,20672,821280.65,25-APR-2019,184,INE863I01016,
BANKBARODA,EQ,125.2,125.75,121.5,122,122,125.1,16646745,2056770397.5,25-APR-2019,59468,INE028A01039,
BANKBEES,EQ,3044,3050.95,3006.95,3022.48,3031.15,3039.22,611,1852646.8,25-APR-2019,240,INF732E01078,
BANKINDIA,EQ,93.05,93.8,91.5,91.9,91.85,93.05,6583138,610162606.5,25-APR-2019,18943,INE084A01016,
BANSAL,SM,7.5,7.5,7.5,7.5,7.5,7.25,1000,7500,25-APR-2019,1,INE668X01018,
BANSWRAS,EQ,67.6,71.9,67.6,68.45,69,67.6,102,7120.55,25-APR-2019,16,INE629D01012,
BARTRONICS,EQ,6.3,6.5,6.25,6.35,6.35,6.25,9411,59416.15,25-APR-2019,25,INE855F01034,
BASF,EQ,1365.1,1379.1,1345.6,1351.95,1360,1369.7,5574,7586017.35,25-APR-2019,605,INE373A01013,
BASML,EQ,189,189,183,185,185,187.25,804,148833.8,25-APR-2019,18,INE186H01014,
BATAINDIA,EQ,1464,1473.5,1455,1465.85,1470,1464.2,547790,803060119.3,25-APR-2019,17492,INE176A01028,
BAYERCROP,EQ,4214.35,4214.35,4101.35,4187.9,4153.2,4248.45,8408,35067818.2,25-APR-2019,2107,INE462A01022,
BBL,EQ,1108,1108,1082.2,1084.65,1090,1099.4,3352,3666000.55,25-APR-2019,360,INE464A01028,
BBTC,EQ,1283,1294.7,1280,1287.1,1288,1281.15,20223,26055205.8,25-APR-2019,1969,INE050A01025,
BCG,BE,6.15,6.15,6.15,6.15,6.15,5.9,87569,538549.35,25-APR-2019,64,INE425B01027,
BCONCEPTS,SM,63,63,63,63,63,65,3000,189000,25-APR-2019,1,INE977Y01011,
BDL,EQ,284.05,291,282.05,284.75,283,284.55,22330,6422351.8,25-APR-2019,1549,INE171Z01018,
BEARDSELL,EQ,15.5,16.5,15.2,15.4,15.7,15.85,3056,47955.05,25-APR-2019,41,INE520H01022,
BEDMUTHA,EQ,18.1,19.85,17.8,18.35,18.3,18.7,73915,1397767.65,25-APR-2019,222,INE844K01012,
BEL,EQ,88.55,89.6,86.65,87.05,87.45,88.4,16272717,1428200965.95,25-APR-2019,38955,INE263A01024,
BEML,EQ,910,924,897.5,904.3,906,906.45,1346654,1231140686.9,25-APR-2019,26127,INE258A01016,
BEPL,EQ,74.1,74.85,72.05,72.3,72.5,74.3,540425,39679742.55,25-APR-2019,3089,INE922A01025,
BERGEPAINT,EQ,322.1,325.65,320.1,323.1,324.25,322.8,298683,96450192.65,25-APR-2019,5291,INE463A01038,
BFINVEST,EQ,233.5,239.95,229.25,230.7,231,233.6,40024,9413689.45,25-APR-2019,1181,INE878K01010,
BFUTILITIE,EQ,194.65,198,191.1,192.75,192,194.3,440941,86143671.65,25-APR-2019,9098,INE243D01012,
BGLOBAL,BE,2.45,2.5,2.35,2.5,2.5,2.45,6317,15452.15,25-APR-2019,16,INE224M01013,
BGRENERGY,EQ,59.3,59.6,58.5,58.55,58.5,58.75,45618,2683234.4,25-APR-2019,592,INE661I01014,
BHAGERIA,EQ,272.4,272.4,264.25,267.95,268.8,268.9,15571,4164196.65,25-APR-2019,226,INE354C01027,
BHAGYANGR,EQ,30.6,31.5,30.3,31.1,31.5,30.5,2206,68067.8,25-APR-2019,52,INE458B01036,
BHAGYAPROP,EQ,28.8,29.4,28.1,28.75,29,28.35,2528,72775.45,25-APR-2019,25,INE363W01018,
BHANDARI,EQ,1.95,1.95,1.9,1.9,1.9,1.95,105435,202056.1,25-APR-2019,67,INE474E01029,
BHARATFIN,EQ,1071.05,1075,1041.95,1044.55,1044.6,1066.2,1159141,1227408935.3,25-APR-2019,53052,INE180K01011,
BHARATFORG,EQ,483,486.1,478.8,480.55,479.3,481.1,1255289,604663344.1,25-APR-2019,24385,INE465A01025,
BHARATGEAR,EQ,146.1,149.9,146,146.35,146.1,147.05,9680,1427494.65,25-APR-2019,369,INE561C01019,
BHARATRAS,EQ,4399,4399,4290,4295.8,4292,4302.2,933,4016036.2,25-APR-2019,294,INE838B01013,
BHARATWIRE,EQ,52,52.95,51,51.25,51.3,52.25,11764,606550.5,25-APR-2019,143,INE316L01019,
BHARTIARTL,EQ,322.8,332.9,321,328.5,332.7,324.5,11305703,3704385818.2,25-APR-2019,76972,INE397D01024,
BHEL,EQ,73.85,75.15,71.7,72.25,72.15,73.45,17295969,1265993949.55,25-APR-2019,35015,INE257A01026,
BIGBLOC,EQ,33.35,35.95,32.05,32.55,32.55,33.95,338,11519.55,25-APR-2019,19,INE412U01017,
